Protein ID,H53_EL_RM_vs_H53_LL_RM,H53_EL_RM_vs_H53_LL_RM_PEP,2174_EL_RM_vs_2174_LL_RM,2174_EL_RM_vs_2174_LL_RM_PEP,2176_EL_RM_vs_2176_LL_RM,2176_EL_RM_vs_2176_LL_RM_PEP,H53_EL_RM_vs_2174_EL_RM,H53_EL_RM_vs_2174_EL_RM_PEP,2176_LL_RM_vs_H53_LL_RM,2176_LL_RM_vs_H53_LL_RM_PEP,H53_EL_RM_vs_H53_EL_CM,H53_EL_RM_vs_H53_EL_CM_PEP,2176_EL_RM_vs_2176_EL_CM,2176_EL_RM_vs_2176_EL_CM_PEP,H53_EL_RM_vs_2176_EL_RM,H53_EL_RM_vs_2176_EL_RM_PEP,H53_EL_CM_vs_2176_EL_CM,H53_EL_CM_vs_2176_EL_CM_PEP,H53_LL_RM_vs_H53_EL_CM,H53_LL_RM_vs_H53_EL_CM_PEP
HVO_0255 [D4GZK0] polyamine aminopropyltransferase,0.710717989,0.397078576,0.570813792,0.415192038,0.68301641,0.441077824,-0.088816305,0.814254821,0.014378978,0.922664836,0.258874833,0.79085863,0.221646214,0.867202224,-0.06341179,0.919318457,-0.074924874,0.959481068,-0.310216921,0.461009818
HVO_0253 [D4GZJ8] (yrdC) L-threonylcarbamoyladenylate synthase,-0.421485597,0.184058412,-0.168471452,0.59340481,-0.354946068,0.370130152,-0.38104069,0.628163022,0.522421864,0.747808416,-0.446877595,0.442599293,0.061698234,0.934597476,-0.556525418,0.199662134,-0.071268628,0.981752905,-0.016786161,0.681937976
HVO_0252 [D4GZJ7] (bcp2) peroxiredoxin domain protein,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
HVO_0251 [D4GZJ6] (grx2) glutaredoxin,1.637710637,0.000290921,1.311498083,0.003514191,1.177596559,0.000944038,-0.064303569,0.886893258,0.430395536,0.732412764,-0.226703782,0.804415474,-0.065893086,0.916736538,0.008784589,0.950355878,0.121138198,0.972790488,-1.834864063,0.000315019
HVO_0250 [D4GZJ5] DUF21/CBS domain protein,0.139466291,0.587868728,0.068818049,0.720676472,0.017391555,0.748985368,0.188169128,0.850613844,0.128506945,0.960646103,0.366702237,0.254317747,0.275750832,0.827985698,-0.104072903,0.967657114,-0.084150751,0.985344118,0.246103222,0.296153846
HVO_0248 [D4GZJ3] transport protein (probable substrate phosphate/sulfate),0.592729554,0.433070866,0.124298854,0.446616688,0.564259475,0.469953281,-0.534984533,0.833397247,0.385679102,0.904926463,-0.132307083,0.796102662,0.240638797,0.886381368,-0.355807842,0.931040944,-0.024539636,0.965222436,-0.730510605,0.166713256
HVO_0245 [D4GZJ0] MJ0936 family phosphodiesterase,-0.378670969,0.43372857,0.087865899,0.497916859,-0.330430995,0.420889159,-0.615318031,0.819719116,0.037262291,0.935556068,0.302335547,0.757159263,0.003643756,0.879630458,-0.310405707,0.918216244,-0.197870584,0.960859896,0.695227857,0.457357065
HVO_0244 [D4GZI9] transport protein (probable substrate zinc/cadmium/cobalt),0.239800534,0.522607715,0.502149014,0.156808771,0.108803107,0.574977376,-0.454902926,0.60993634,0.404200817,0.867303704,-0.182717464,0.844451603,0.044149682,0.927132012,-0.289542548,0.924145926,-0.023599788,0.97427607,-0.481932114,0.31769616
HVO_0243 [D4GZI8] (ltaE) threonine aldolase,0.115818786,0.675291698,0.185458612,0.292028852,-0.135126603,0.584741329,-0.076071532,0.953184482,0.083807015,0.97255787,-0.038907697,0.946657415,-0.167208816,0.904260651,0.133812652,0.951259088,0.123557795,0.98454401,-0.065654143,0.725963674
HVO_0242 [D4GZI7] (pepB1) aminopeptidase (homolog to leucyl aminopeptidase / aminopeptidase T)<|>HVO_1829 [D4GST7] (pepB2) aminopeptidase (homolog to leucyl aminopeptidase / aminopeptidase T),0.050308084,0.527665102,0.152411208,0.560692547,-0.319807748,0.475606877,-0.196839287,0.863520983,0.297519925,0.937626902,-0.032538996,0.860812141,-0.078464005,0.937581456,-0.020417508,0.952339183,-0.117268432,0.97727933,0.186675094,0.50529414
HVO_0242 [D4GZI7] (pepB1) aminopeptidase (homolog to leucyl aminopeptidase / aminopeptidase T),0.786068687,0.000290921,0.688935506,0.000270027,0.564888218,0.000314563,0.094538185,0.938091416,0.165402664,0.926295897,0.289330126,0.181281199,-0.043929991,0.973047941,0.044997868,0.986792984,-0.261349218,0.884790959,-0.513848839,0.000315019
HVO_0240 [D4GZI5] Lrp/AsnC family transcription regulator<|>HVO_2029 [D4GU43] Lrp/AsnC family transcription regulator,-0.095082381,0.483396004,-0.006566123,0.43806431,0.012930994,0.475606877,-0.333908111,0.913930157,0.017550129,0.927828537,0.09166374,0.803995313,-0.887629265,0.867974383,-0.055608594,0.968240746,-1.065313805,0.934923489,0.153021544,0.459017221
HVO_0240 [D4GZI5] Lrp/AsnC family transcription regulator,-0.241948751,0.475403901,0.113190343,0.582567886,0.108595346,0.662568787,-0.592756996,0.081646477,-0.047143054,0.972143618,-0.625190673,0.158436079,-0.17685735,0.914836202,-0.239402646,0.933483105,0.143623828,0.978544353,-0.351151608,0.404065465
HVO_0239 [P43386] (glnA) glutamine synthetase,-0.506636675,0.000290921,-0.566047274,0.000270027,-0.605420896,0.000314563,0.045846157,0.985265111,0.118765897,0.956057738,-0.199520823,0.42407409,-0.139814739,0.902501693,-0.026087607,0.995993037,0.052204189,0.994933181,0.352274307,0.000315019
HVO_0237 [D4GZI2] UPF0761 family protein,0.069881543,0.598857675,-0.149993588,0.591303566,0.193172439,0.564888235,0.412849774,0.646979508,-0.069485459,0.953603682,0.178495905,0.842464418,0.498587473,0.665327194,-0.064806455,0.963710997,0.259873649,0.958746993,0.124415843,0.585093402
HVO_0236 [D4GZI1] (trm1) tRNA (guanine(26)-N(2))-dimethyltransferase,-0.62532286,0.011951959,-0.56725444,0.013547841,-0.28911758,0.415931951,0.155705798,0.909364414,-0.53932535,0.272138553,0.075308843,0.913468003,0.032567212,0.967578273,0.196386366,0.838574805,0.083572083,0.987257744,0.647432034,0.00063026
HVO_0234 [D4GZH9] conserved hypothetical protein,-0.064688091,0.626818623,-0.00904105,0.696079945,-0.087120847,0.69628272,-0.10675145,0.918472203,-0.080770773,0.968766106,-0.026388416,0.901232725,-0.344023232,0.765256389,0.002242277,0.973806204,-0.243125571,0.960910055,0.082038234,0.66969009
HVO_0233 [D4GZH8] (prsA) ribose-phosphate pyrophosphokinase,-0.672718405,0.000290921,-0.737887499,0.000270027,-0.588123448,0.000314563,0.054089559,0.959629544,-0.061813996,0.979245994,-0.16558368,0.81491307,0.023915494,0.968398702,-0.050722383,0.983109017,0.157946042,0.976546552,0.519518326,0.000315019
HVO_0230 [D4GZH5] (hit1) histidine triad family protein (homolog to bis(5'-nucleosyl)-tetraphosphatase),0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
HVO_0229 [D4GZH4] conserved hypothetical protein,2.781075966,0.000290921,2.410571078,0.000270027,3.452114721,0.000629347,0.431044913,0.84051268,-0.544367391,0.775587534,2.261627273,0.001299785,2.024094484,0.549995938,-0.017386047,0.945434723,-0.213670988,0.96851957,-0.491760454,0.399446525
HVO_0228 [D4GZH3] ParA domain protein,-0.348166145,0.377271611,-0.550852126,0.14985263,-0.494897106,0.27210071,0.065883483,0.917349703,0.148009495,0.942194457,0.124223094,0.8469581,0.124540639,0.927227393,0.052820965,0.961903515,-0.086905565,0.976320113,0.522304265,0.114510717
HVO_0223 [D4GZG8] conserved hypothetical protein,4.339310327,1,1.751940184,1,2.403519707,1,-0.268283144,0.801768413,0,1,3.243947118,1,-0.002023434,0.883667672,-0.411723115,0.897775624,0,1,0,1
HVO_0220 [D4GZG5] (mcm) ATP-dependent DNA helicase MCM,-0.181882949,0.171502169,-0.260720721,0.027729061,-0.085683792,0.719857167,0.152143993,0.783768979,-0.214576443,0.644104803,0.124596012,0.852941912,0.073736321,0.973047941,0.103034017,0.964232208,0.027258509,0.995994573,0.303783528,0.000315019
HVO_0219 [D4GZG4] (cmi4) conditioned medium-induced protein 4,-0.847345697,0.380511257,-0.015198769,0.504998899,0.062784421,0.698671448,-0.025622063,0.826197346,-0.43022058,0.925380364,-0.094450742,0.769553899,-0.104376924,0.945489295,0.099867595,0.915758436,0.056716764,0.957347514,-0.020145372,0.463002861
HVO_0218 [D4GZG3] (bioY) biotin transport protein BioY,-1.427596393,0.016919846,-1.110895015,0.000270027,-0.949474615,0.000314563,-0.020850676,0.933537054,-0.304204877,0.922187317,-0.04028817,0.875345053,0.183123829,0.917050227,-0.156818911,0.941252135,0.042325608,0.977623824,1.47336458,0.000315019
HVO_0217 [D4GZG2] (bioM) ABC-type transport system ATP-binding protein (probable substrate biotin),-0.710684251,0.000290921,-0.86482278,0.000270027,-0.424050429,0.105437943,0.145414533,0.897250249,-0.200188534,0.912873269,0.014716658,0.926307786,0.136323131,0.935130257,-0.182474625,0.943158587,-0.028355338,0.98639858,0.704389264,0.002836531
HVO_0216 [D4GZG1] (bioN) ABC-type transport system permease protein (probable substrate biotin),-0.754569273,0.001164218,-0.770930408,0.000270027,-0.577001024,0.018270168,0.041183028,0.957880944,-0.051215236,0.968323568,0.125263372,0.902782456,0.033520561,0.95010524,-0.088296634,0.968770483,-0.150474548,0.976059333,0.865784921,0.000315019
HVO_0215 [D4GZG0] iron-sulfur protein (4Fe-4S),0.380799165,0.014288895,0.277345597,0.044484829,0.517869287,0.000314563,0.12683838,0.922334564,-0.117728366,0.959515474,0.079134328,0.929306035,0.225165149,0.501785885,0.010733388,0.992976,0.173599553,0.946435851,-0.372894354,0.010720665
HVO_0214 [D4GZF9] L-lactate dehydrogenase,0.28346465,0.226962178,0.465997959,0.000270027,0.291992882,0.09174871,-0.36797814,0.029703382,0.011509885,0.976454567,-0.711716314,0.001299785,-0.563702913,0.007800098,0.042817485,0.983832793,0.297151442,0.920633303,-1.006756971,0.000315019
HVO_0213 [D4GZF8] (dpsA2) ferritin/Dps domain protein,0.889835824,0.016042639,2.220523691,0.000270027,2.113465252,0.000314563,-0.515036218,0.666557035,0.343994309,0.619780532,-0.502098497,0.783028698,0.716157998,0.47147332,-0.980711371,0.795626408,-0.016496722,0.976546552,-1.831284375,0.000315019
HVO_0212 [D4GZF7] glyoxalase domain protein,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
HVO_0209 [D4GZF4] (acd1) glutaryl-CoA dehydrogenase,0.263241566,0.005825037,0.192375663,0.121673756,0.153299663,0.366844426,0.095937169,0.918248387,0.062189652,0.988916525,0.189148362,0.282652717,0.008735336,0.990651244,0.032051339,0.995827799,-0.17010922,0.928931183,-0.062513451,0.870461068
HVO_0208 [D4GZF3] (guaAa2) glutamine amidotransferase (homolog to GMP synthase subunit A),-0.032689755,0.693939606,0.233309244,0.497916859,-0.035943168,0.700719446,-0.158671127,0.905634345,-0.113801124,0.943001448,-0.259421593,0.761104939,-0.444677708,0.834305748,0.081368971,0.960538511,-0.168019896,0.980561593,-0.346619753,0.023034271
HVO_0207 [D4GZF2] alpha/beta hydrolase fold protein,0.035749546,0.573836276,0.165432936,0.377454662,0.002217263,0.623230037,0.037635195,0.888122912,-0.007228111,0.958596143,0.03152137,0.884049859,-0.099754966,0.936537958,0.00062575,0.960150681,-0.150678814,0.974824834,-0.100235731,0.683640392
HVO_0206 [D4GZF1] (alaS1) alanine--tRNA ligase,-0.545587193,0.000290921,-0.466063608,0.000270027,-0.529138509,0.000314563,-0.045904219,0.988943576,-0.087443273,0.973377373,-0.174885083,0.382648382,-0.084270961,0.968712244,0.019643524,0.998655482,0.104411572,0.983363034,0.365705728,0.000315019
HVO_0204 [D4GZE9] sensor box histidine kinase,0,1,0,1,0,1,0,1,-0.066203206,0.934005759,0,1,0,1,0,1,0,1,0.481443606,1
HVO_0203 [D4GZE8] (rfcA) replication factor C small subunit,0.056034886,0.802343307,0.00702699,0.911821422,0.046101691,0.831060462,0.00497598,0.986460616,0.040976555,0.987933477,0.055513428,0.96563466,0.022784367,0.984972387,0.006455833,0.995439733,-0.038224448,0.993527602,-0.043432816,0.875676969
HVO_0199 [D4GZE4] (pmm2) phosphohexomutase (phosphoglucomutase / phosphomannomutase),0.40450734,0.008449525,0.894690191,0.000270027,0.779456985,0.000314563,-0.621069553,0.057986063,0.298784214,0.158655324,-0.568767798,0.091002934,-0.016743459,0.971848232,-0.59572023,0.152912058,-0.185519363,0.954865808,-0.899431205,0.000315019
HVO_0197 [D4GZE1] (purE2) LarB family protein,-0.132835803,0.493410607,0.086067479,0.496906853,-0.094772426,0.505933106,-0.383367023,0.845284227,0.093764274,0.936598675,-0.667516108,0.768361924,-0.105423451,0.915578954,-0.229101589,0.941622847,0.321718547,0.962770018,-0.381082526,0.494619103
HVO_0196 [D4GZE0] conserved hypothetical protein<|>HVO_A0023 [D4GQ55] conserved hypothetical protein,-1.887213354,0.111788618,0.294283843,0.460829376,0.172450223,0.642199071,-1.664769645,0.552835383,-0.345192986,0.914778156,-2.115682717,0.472601221,0.135977169,0.944118612,-1.679641176,0.205541967,0.59915021,0.956796304,-0.279333726,0.504626575
HVO_0196 [D4GZE0] conserved hypothetical protein,-1.198932054,0.053078613,0.881664563,0.11141233,0.936772519,0.292919903,-1.40028141,0.011311988,-0.499171334,0.911144034,-1.814488427,0.014165384,-0.575801246,0.877493076,-1.421794391,0.086061827,-0.247235004,0.957729027,-0.581042427,0.459349289
HVO_0195 [D4GZD9] (rpiA) ribose-5-phosphate isomerase,-0.003216855,0.766943869,-0.25758173,0.194280983,-0.229318712,0.363888343,0.149656338,0.887440921,0.085234779,0.965389299,0.135269286,0.872797159,-0.095991366,0.947471513,0.065821678,0.977601888,-0.128401421,0.982157292,0.169780236,0.538736336
HVO_0194 [D4GZD8] (orc9) Orc1-type DNA replication protein,0.355045859,0.040394686,0.886894081,0.000270027,0.493744241,0.000314563,-0.587689006,0.001899474,-0.290030339,0.110050757,-0.656549716,0.001299785,-0.227243215,0.84056541,0.152615551,0.941177755,0.573847973,0.008625803,-1.01475234,0.000315019
HVO_0193 [D4GZD6] conserved hypothetical protein,1.150141156,0.284879877,1.234394675,0.179274902,1.752735524,0.267228523,0.280850689,0.832465269,-0.420318917,0.920542618,0.206392132,0.7802929,0.522622128,0.859728593,0.121552257,0.922918748,0.43144803,0.964997764,-1.042662774,0.419589552
HVO_0192 [D4GZD7] conserved hypothetical protein,0.462889685,0.021309231,1.07489353,0.282798725,0.741375061,0.392835888,-0.226839279,0.831528695,0.351403845,0.926930574,0.288678199,0.779834338,0.357586697,0.883530497,-0.332373212,0.928072648,-0.353081535,0.964407234,-0.135779577,0.533712
HVO_0191 [D4GZD5] (mutS5a) DNA mismatch repair protein MutS,0.255235987,0.127452037,0.247849829,0.021990746,0.009559447,0.788892965,-0.057527161,0.959877384,0.188111656,0.900611211,-0.029393427,0.963558011,-0.04800712,0.967704986,0.042126657,0.981928258,0.036089715,0.993767944,-0.194064183,0.280519769
HVO_0190 [D4GZD4] LarE family protein,-0.402787432,0.487732321,0.782395713,0.011645972,0.580830589,0.035631959,-0.604191936,0.814049517,-0.12124278,0.956477854,-0.375592992,0.792398474,0.402167973,0.79751225,-0.800050572,0.834014137,-0.011047167,0.970198078,-0.068583985,0.560877087
HVO_0189 [D4GZD3] CobC/GpmA family phosphatase,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
HVO_0188 [D4GZD2] START domain protein,0,1,0,1,0,1,0,1,4.46642387,1,0,1,0,1,0,1,0,1,0,1
HVO_0186 [D4GZD0] (tatCo) Sec-independent protein translocase protein TatCo,-0.396434266,0.495082358,-0.215392859,0.508378697,0.387123761,0.458325132,0.000776701,0.880602378,-0.505501726,0.910706304,0.457905691,0.743439231,0.311871506,0.904027593,-0.076538919,0.948511173,-0.258693876,0.970276039,0.676492393,0.437459381
HVO_0185 [D4GZC9] (tatCt) Sec-independent protein translocase protein TatCt,0.225370929,0.502112004,0.055846206,0.612751167,0.47081889,0.233847575,0.04030541,0.93973712,0.025682702,0.963599989,0.223271555,0.861987736,0.623031375,0.430086758,-0.351488621,0.934306879,0.041392066,0.97727933,0.027009825,0.634400846
HVO_0184 [D4GZC8] CopG domain protein,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
HVO_0183 [D4GZC7] probable transport protein (probable substrate queuosine precursor),0.987219166,1,-0.911186717,0.398021702,1.971258834,1,-0.406370304,0.82639032,0,1,-0.298459479,0.769315899,-0.114344719,0.896200587,-0.529987051,0.916379823,-0.409966234,0.954339677,0,1
HVO_0181 [D4GZC5] conserved hypothetical protein,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
HVO_0180 [D4GZC4] (rlmE) 23S rRNA (uridine-2'-O-) methyltransferase,-0.361892971,0.035686934,-0.612950408,0.000270027,-0.401469312,0.025526209,0.204492898,0.830020534,0.008577529,0.979971785,0.25762641,0.478039475,0.142548402,0.933523794,-0.026328153,0.983109017,-0.078262141,0.986581782,0.594822366,0.000315019
HVO_0179 [D4GZC3] Lrp/AsnC family transcription regulator / TrkA domain protein,1.163965078,0.000290921,0.976083561,0.000270027,0.808579214,0.000314563,-0.078805718,0.940791504,0.169821773,0.929942762,-0.07658772,0.910235644,-0.223464221,0.913766778,0.038978727,0.981175696,-0.091761993,0.988068162,-1.245014059,0.000315019
HVO_0177 [D4GZC0] (arsC) arsenate reductase (glutaredoxin),0.409538657,0.452853598,-0.286492451,0.544844209,0.110282878,0.559176238,0.049048982,0.875538766,0.076747194,0.944445686,-0.479245998,0.799757458,-0.129139843,0.881873129,0.29416971,0.927357059,0.671127543,0.930684613,-0.835357748,0.361924686
HVO_0176 [D4GZC1] (cat1) transport protein (probable substrate cationic amino acids)<|>HVO_2500 [D4GTR6] (cat2) transport protein (probable substrate cationic amino acids),0.14782271,0.463448245,0.034141232,0.500275205,-0.044829129,0.472613337,0.600236522,0.82811845,0.125622224,0.928804638,0.612936818,0.745770258,-0.349473604,0.879630458,0.722044006,0.902142837,-0.199153857,0.966972391,0.698147204,0.428519963
HVO_0175 [D4GZB9] (pcnA) DNA polymerase sliding clamp,-0.699024114,0.034804943,-0.348066988,0.223103012,0.118877698,0.671070175,-0.525619039,0.58599706,0.006423175,0.975156661,-0.528015255,0.372553381,-0.303309241,0.811450665,-0.836545414,0.004432964,-0.578537707,0.10201423,0.206975818,0.493285623
HVO_0174 [D4GZB8] conserved hypothetical protein,-0.816538724,0.003202549,-1.013378109,0.002161895,-0.806640643,0.00251767,-0.088206205,0.89544012,-0.231045314,0.931491638,-0.389160505,0.595322615,-0.45405072,0.730242302,0.196938022,0.948377411,0.119528876,0.973682765,0.51242859,0.269462429
HVO_0173 [D4GZB7] (priL) DNA primase large subunit,-0.318260325,0.226962178,-0.330425695,0.096674616,-0.341531253,0.203496817,-0.195830789,0.833954242,0.144786232,0.961701593,-0.262359348,0.630366534,-0.075331129,0.954877813,-0.091150314,0.972433398,0.117856286,0.982450281,0.067074929,0.69045328
HVO_0172 [D4GZB6] conserved hypothetical protein,0.141744234,0.437348055,0,1,0,1,2.847020415,1,0,1,0.572689107,0.780750717,0,1,3.092685899,1,0.161590775,0.961507037,0.426612499,0.43712813
HVO_0170 [D4GZB4] (hjc) Holliday junction resolvase Hjc,-0.242519417,0.42912713,-0.105822798,0.621241518,-0.090077726,0.548098934,-0.256408696,0.843707377,-0.053750238,0.944230917,-0.098414679,0.794147837,-0.132126686,0.909164962,-0.13352107,0.931976745,-0.061570072,0.969923836,0.151764808,0.536056338
HVO_0167 [D4GZB1] (ahcY) adenosylhomocysteinase,-0.159253654,0.370154563,-0.244153215,0.020081376,-0.346295714,0.000314668,-0.01803813,0.985265111,0.167607389,0.855031226,-0.09961242,0.886477904,-0.055748667,0.980405629,0.035106989,0.99356155,0.066330915,0.991017049,0.066187739,0.826765402
HVO_0165 [D4GZA9] (mtaD) 5-methylthioadenosine/S-adenosylhomocysteine deaminase,-0.342996825,0.394800152,0.05916184,0.677519074,-0.104473356,0.687756857,-0.381763526,0.680464512,0.231306518,0.936995832,-0.444076412,0.528909144,-0.063600145,0.956465098,-0.426916924,0.789608627,-0.004713184,0.986283437,-0.087514208,0.689090289
HVO_0163 [D4GZA7] ArsR family transcription regulator,-0.521029951,0.198507316,-0.67802208,0.0154514,0.009937456,0.679579819,-0.362987669,0.752373018,-0.366874161,0.845089476,-0.579502786,0.37187284,-0.226624227,0.918811697,-0.406226853,0.821054632,-0.037255858,0.973006822,0.069460842,0.557854658
HVO_0162 [D4GZA6] peptidase M48 family protein,1.835061834,0.136217949,1.460253304,0.000270027,1.697024953,0.000314563,-0.237802964,0.850783192,0.008308467,0.975766167,0.500106954,0.747314254,0.819148165,0.520264508,-0.283270642,0.934878065,0.477582942,0.867360667,-1.334560404,0.009774189
HVO_0161 [D4GZA5] (hisG) ATP phosphoribosyltransferase,-0.336338416,0.200664343,-0.16137217,0.489177662,-0.025994834,0.787858593,-0.455696905,0.038689464,0.139514314,0.922474164,-0.494196537,0.007763759,-0.31657205,0.62435124,-0.511669433,0.004432964,-0.250045929,0.932753827,-0.121203003,0.726990092
HVO_0159 [D4GZA3] conserved hypothetical protein,0.105318053,0.487064863,0.045003067,0.476462445,0.456317534,0.475274211,0.066529764,0.817914429,-0.165587819,0.940326,0.271632382,0.817723729,0.27865441,0.87444244,-0.003107314,0.938755059,-0.088964594,0.964361422,0.081611373,0.495619344
HVO_0158 [D4GZA2] (tbp1) TATA-binding transcription initiation factor,-0.47158091,0.427485163,0.16941627,0.529099488,0.32048461,0.531676793,-0.690434687,0.610405858,0.075261681,0.955513559,-0.570967125,0.457570993,0.551217763,0.847291339,-0.784476969,0.334948808,0.359399547,0.962960716,-0.040421321,0.559533659
"HVO_0156 [D4GZA0] (trmG10) tRNA (guanine(10),N(2))-dimethyltransferase",-0.429421679,0.024238595,-0.340787943,0.120245685,-0.213016275,0.517959618,-0.082918971,0.856448143,-0.123145177,0.963706714,-0.10440126,0.79696702,0.100621145,0.947078212,-0.088291243,0.932566195,0.201096259,0.97070172,0.202384051,0.451714857
HVO_0154 [D4GZ98] conserved hypothetical protein,2.094430026,0.000290921,2.294683033,0.000270027,2.626148708,0.000314563,-0.290365511,0.806940947,-0.315768284,0.879865374,1.653434568,0.001299785,2.044763149,0.018036532,-0.350633315,0.917303186,0.371338387,0.394307757,-0.507476597,0.218260292
HVO_0146 [D4GZ90] (psd) probable archaetidylserine decarboxylase,0.165297862,0.606775992,-0.381108773,0.322443064,0.071156414,0.675494159,-0.052697769,0.929969153,0.183272863,0.945368867,0.138939869,0.885418794,0.363933644,0.913120359,-0.003933743,0.981251467,0.140757968,0.975263986,0.14720368,0.573649742
HVO_0145 [D4GZ89] (rfcC) replication factor C small subunit,-0.154714518,0.523281634,-0.549630438,0.001621216,-0.026189592,0.786134908,0.13535004,0.905146345,-0.140926444,0.951249488,-0.017465109,0.933966283,0.042818585,0.967324306,0.07255247,0.975738279,0.158412446,0.977592663,0.014488629,0.746171385
HVO_0144 [D4GZ88] (rnz) ribonuclease Z,-0.428726573,0.000290921,-0.589453996,0.000270027,-0.57509296,0.015432546,0.071416986,0.946310472,0.128840679,0.954349599,-0.035249475,0.932016891,0.018656439,0.96222323,0.05832162,0.975059356,0.137870009,0.983972321,0.376213852,0.000315019
HVO_0143 [D4GZ87] (phzF2) PhzF family protein,-1.268605705,0.342787628,-1.200328443,0.261406283,-1.130513184,0.418244961,0.454586909,0.858080676,-0.264451777,0.910045579,0.48076023,0.787082992,0.515209339,0.877923293,0.023914101,0.935444818,0.093004029,0.968601332,1.958829828,0.189871833
HVO_0140 [D4GZ84] DUF460 domain protein,0.283940018,0.397729817,0.054827734,0.612398041,0.469174619,0.299762236,0.086805797,0.893871947,-0.099495027,0.954411378,-0.054382649,0.870706518,-0.041972195,0.92949184,-0.078261718,0.965768392,-0.126009195,0.975095785,-0.297690546,0.533377145
HVO_0138 [D4GZ82] (tyrS) tyrosine--tRNA ligase,-0.67294621,0.2453312,-0.25214466,0.326508085,-0.134293841,0.63101591,-0.556577933,0.750999174,0.175491633,0.948338314,-0.640891781,0.563745085,-0.156745842,0.939722346,-0.665824251,0.796861766,-0.126278859,0.983053379,0.111020074,0.558190433
HVO_0136 [D4GZ79] (tif1A1) translation initiation factor aIF-1A,-0.055202952,0.65464049,0.042866246,0.71330876,0.101289032,0.682645315,-0.3326547,0.641125289,0.048478056,0.969302475,-0.41462394,0.322496628,-0.216322254,0.895702347,-0.27161577,0.916482934,-0.072834258,0.98598173,-0.409625946,0.093462137
HVO_0135 [D4GYY1] (rio1) RIO-type serine/threonine protein kinase Rio1,0.413762705,0.072934936,0.550988283,0.001891538,0.399148612,0.059998587,-0.079673851,0.935436414,0.011278427,0.978715584,-0.218344816,0.793493127,-0.130904288,0.944604518,-0.039188735,0.977723784,0.165709034,0.978148823,-0.640842309,0.003782247
HVO_0134 [D4GYY0] (dim2) probable ribosome biogenesis protein Dim2,-1.54007554,0.000290921,-1.483897416,0.000270027,-1.281502707,0.000314563,-0.410648894,0.280770666,0.144070433,0.955270232,-0.981202477,0.001299785,-0.435421289,0.767267799,-0.53477485,0.152912058,0.124442135,0.977467707,0.736640661,0.007250761
HVO_0133 [O30561] (ths1) thermosome subunit 1<|>HVO_0778 [Q9HHA2] (ths3) thermosome subunit 3,0.017749917,0.5078125,-0.009994194,0.538328452,-0.364039986,0.492256512,0.015352573,0.879314905,0.222617472,0.941750421,0.367237588,0.795886145,0.266832917,0.908042273,0.178636925,0.945364733,0.025528794,0.965844402,0.343480623,0.457025072
HVO_0133 [O30561] (ths1) thermosome subunit 1,-0.207757399,0.114193812,-0.235044585,0.01681212,-0.154084002,0.414280181,-0.025814089,0.993377394,0.203170684,0.623636851,0.078429768,0.945744315,0.199951797,0.648158918,-0.178674855,0.725246507,0.036499907,0.996858825,0.378638843,0.000315019
HVO_0129 [D4GYX5] DUF307 family protein,0.693016169,0.365632801,0.856327531,0.206715122,0.900550745,0.236112059,-0.486951912,0.824256935,0.183655879,0.939104439,0.035993613,0.809612874,0.399360983,0.887451186,-0.394105924,0.938136202,-0.07581655,0.960099778,-0.653592401,0.340274141
HVO_0128 [D4GYX4] UPF0200 family protein,-0.153688477,0.39317358,0.680499028,0.277584875,0.442473214,0.390200271,-0.682676932,0.835799124,0.011269579,0.956657071,-0.141742183,0.755166336,0.146371189,0.926269826,-0.54017833,0.925261907,-0.029242556,0.969726622,-0.12285569,0.592168868
HVO_0127 [D4GYX3] UPF0201 family protein,-0.920375863,0.345354523,0.195814936,0.442007706,0.064799914,0.524648217,-1.085163818,0.772040776,0.276678158,0.935636786,-1.036690391,0.031768008,-0.26987671,0.891514733,-1.440208759,0.598350576,-0.515421882,0.96135864,-0.114200221,0.517653128
HVO_0124 [D4GYX0] MgtE family transport protein,0.480699767,0.436360567,0.45024769,0.422356491,0.305692052,0.463306712,0.173281647,0.860981804,-0.476607822,0.913193693,0.491606265,0.776835417,-0.905968266,0.861352105,0.558064936,0.917811702,-0.740277698,0.957945454,-0.044043285,0.448729257
HVO_0123 [Q977V2] (srp54) signal recognition particle 54K protein,0.017726828,0.856797734,-0.276110356,0.025541228,-0.081138553,0.789927459,0.141276401,0.857592491,-0.090022244,0.97360291,0.139364805,0.806298137,0.117552265,0.946127899,0.130086587,0.950030245,0.067093715,0.991585707,0.136073697,0.527686532
HVO_0122 [D4GYW8] (serA1) probable D-2-hydroxyacid dehydrogenase,1.123372136,0.000290921,1.175340666,0.000270027,1.146212836,0.000314563,-0.167500539,0.880031399,0.083344608,0.971726321,0.165771979,0.833980287,0.057324096,0.949799024,-0.004575554,0.976366908,-0.134672781,0.980618085,-0.982088048,0.000315019
