"Protein.ID","H53_EL_RM_vs_H53_LL_RM_PEP","X2174_EL_RM_vs_2174_LL_RM_PEP","X2176_EL_RM_vs_2176_LL_RM_PEP","H53_EL_RM_vs_2174_EL_RM_PEP","X2176_LL_RM_vs_H53_LL_RM_PEP","H53_EL_RM_vs_H53_EL_CM_PEP","X2176_EL_RM_vs_2176_EL_CM_PEP","H53_EL_RM_vs_2176_EL_RM_PEP","H53_EL_CM_vs_2176_EL_CM_PEP","H53_LL_RM_vs_H53_EL_CM_PEP"
"1907","HVO_0880 [D4GUU7] conserved hypothetical protein",0.000290921,0.000270027,0.000314563,0.966546616,0.694265036,0.963975161,0.900956419,0.979400607,0.991697853,0.000315019
"1908","HVO_0879 [D4GUU6] DUF371 family protein",0.003493838,0.000810454,0.019216255,0.920140026,0.955574248,0.86114861,0.91268741,0.95636729,0.980105743,0.000315019
"1909","HVO_0878 [D4GUM5] (nthB) endonuclease 3",0.002911285,0.01735665,0.005980695,0.940025491,0.978303965,0.346004888,0.940060811,0.981175696,0.901375045,0.000315019
"1910","HVO_0876 [D4GUM3] (mgsA) methylglyoxal synthase",0.385700715,1,1,1,0.916333778,1,1,0.917710252,1,1
"1911","HVO_0874 [D4GUM1] zinc-dependent nuclease",0.243770819,0.000270027,0.178715248,0.992692343,0.980330982,0.992497932,0.949875668,0.944448236,0.997358308,0.348468857
"1912","HVO_0873 [D4GUM0] PgpA domain protein",0.352101317,1,1,1,0.90195146,1,1,1,1,1
"1913","HVO_0871 [D4GUL8] conserved hypothetical protein (nonfunctional)",0.390572579,0.368513444,1,0.84211692,0.918964152,0.77776155,1,1,0.952415033,0.115788026
"1914","HVO_0870 [D4GUL7] (proS) proline--tRNA ligase",0.000290921,0.000270027,0.000314563,0.955169385,0.992596603,0.598941056,0.826772039,0.995661917,0.99444109,0.009458721
"1915","HVO_0868 [D4GUL5] GalE family epimerase/dehydratase",0.011659953,0.033757104,0.00818518,0.968563893,0.855031226,0.898959049,0.926557976,0.967803588,0.983922049,0.077232143
"1916","HVO_0867 [D4GUL4] HD family hydrolase",0.710907945,0.416167721,0.774767033,0.912073782,0.962793555,0.915596297,0.945649329,0.959141832,0.984296894,0.673090606
"1917","HVO_0866 [D4GUL3] homolog to alanine-tRNA ligase",0.712679856,0.122531044,0.605315051,0.867877341,0.969930055,0.916388996,0.890087537,0.978208502,0.979349845,0.31148918
"1918","HVO_0865 [D4GUL2] FkbM family methyltransferase",0.000290921,0.000270027,0.000314563,0.877437479,0.951249488,0.010331789,0.16378826,0.939292175,0.980533306,0.000315019
"1919","HVO_0863 [D4GUL0] SirR/DtxR family transcription regulator",1,1,1,1,1,1,1,1,1,1
"1920","HVO_0862 [D4GUK9] ferritin domain protein",0.036863271,0.440363822,0.456001376,0.42188368,0.917050085,0.567674269,0.872816648,0.760041453,1,0.495285918
"1921","HVO_0861 [D4GUK8] (sufB2) SufB domain protein",0.105482852,0.000270117,0.051763036,0.767731604,0.994003496,0.536968701,0.937321558,0.996457745,0.995963617,0.000315019
"1922","HVO_0860 [D4GUK7] (sufB1) SufB domain protein",0.186206634,0.000270027,0.014171687,0.136760979,0.997397382,0.242205904,0.98303888,0.993240466,0.997329249,0.000315019
"1923","HVO_0859 [D4GUK6] (sufC) Fe-S cluster assembly ATPase SufC",0.000290921,0.000270027,0.776144177,0.703924133,0.400038745,0.267837922,0.392453121,0.004432964,0.986921922,0.000315019
"1924","HVO_0858 [D4GUK5] (polB1) DNA-directed DNA polymerase B (intein-containing)",0.023359524,0.368832181,0.030577572,0.959877384,0.089151303,0.048910822,0.984869047,0.612980221,0.008625803,0.929050708
"1925","HVO_0854 [D4GUK1] (rad50) DNA double-strand break repair ATPase Rad50<|>HVO_1779 [D4GSA3] (htr8) transducer protein Htr8",1,1,1,1,1,1,0.844600646,0.943303084,1,1
"1926","HVO_0854 [D4GUK1] (rad50) DNA double-strand break repair ATPase Rad50",0.402943944,0.950689832,0.68094213,0.996135942,0.992441074,0.95762033,0.928554044,0.997769183,0.997902992,0.936400991
"1927","HVO_0853 [D4GUK0] (mre11) DNA double-strand break repair protein Mre11",0.080671063,0.757469738,0.691166208,0.785191219,0.972097402,0.811868162,0.956250205,0.780606833,0.982237494,0.382640751
"1928","HVO_0852 [D4GUJ8] NP_1176A family transcription regulator",1,1,1,1,1,1,1,1,1,1
"1929","HVO_0850 [D4GUJ7] (panA) proteasome-activating nucleotidase<|>HVO_1957 [Q5UT56] (panB) proteasome-activating nucleotidase<|>HVO_2380 [D4GWM8] (cdc48a) AAA-type ATPase (CDC48 subfamily)",0.352422907,0.266583092,0.452351018,0.880459817,0.938950298,0.846244527,0.898540383,0.939139128,0.965267209,0.397797488
"1930","HVO_0850 [D4GUJ7] (panA) proteasome-activating nucleotidase<|>HVO_1957 [Q5UT56] (panB) proteasome-activating nucleotidase",0.487398577,0.344416892,0.482595829,0.825423515,0.91745669,0.78975347,0.885708223,0.931722688,0.963386357,0.482292037
"1931","HVO_0850 [D4GUJ7] (panA) proteasome-activating nucleotidase",0.000290921,0.000270027,0.000314563,0.988749539,0.98405289,0.973620634,0.97081531,0.996321595,0.997416309,0.000315124
"1932","HVO_0848 [D4GUJ5] (nthA) endonuclease 3",0.439982661,0.552066404,0.577333191,0.612742511,0.947863509,0.536499022,0.792105898,0.417885518,0.94768257,0.5079649
"1933","HVO_0845 [D4GUI8] conserved hypothetical protein",0.362406425,0.44233662,0.42849574,0.80045459,0.928980815,0.719652386,0.876483844,0.923203645,0.963386357,0.51865596
"1934","HVO_0844 [D4GUI7] (hcpB) halocyanin",0.224478757,0.403515447,0.469620831,0.518468583,0.938408246,0.688374258,0.903560127,0.936087173,0.958267964,0.580379532
"1935","HVO_0843 [D4GUI5] conserved hypothetical protein",0.513185726,0.096674616,0.790962074,0.833954242,0.967778118,0.715123696,0.868435628,0.971483265,0.983947196,0.093462137
"1936","HVO_0842 [D4GUI3] (petB) cytochrome bc1 complex cytochrome b subunit",0.632019551,0.467136714,0.430481168,0.935535664,0.968569835,0.906678741,0.914088643,0.974198277,0.970431437,0.624585276
"1937","HVO_0841 [D4GUI1] (petD) cytochrome bc1 complex cytochrome b/c subunit",0.727240814,0.659096389,0.76960466,0.064846623,0.957486887,0.220804344,0.435158272,0.965362712,0.988389637,0.659156661
"1938","HVO_0838 [D4GUH7] conserved hypothetical protein",0.447897881,0.429542882,0.292594214,0.749617099,0.903033675,0.836778199,0.854913886,0.933896146,0.964177618,0.51264066
"1939","HVO_0837 [D4GUH6] (nadK2) probable NAD kinase (polyphosphate/ATP)",0.476734712,0.570390529,0.690825214,0.774536785,0.970645829,0.842826899,0.939722346,0.948910842,0.970353825,0.629322485
"1940","HVO_0836 [D4GUH5] (ywaD1) probable M28 family peptidase (homolog to aminopeptidase YwaD)",0.000290921,0.000270117,0.032156743,0.946127064,0.979042614,0.971730878,0.934061996,0.985526915,0.980504993,0.000315019
"1941","HVO_0835 [D4GUH4] (acaB1) acetyl-CoA C-acetyltransferase",0.226341159,0.833093357,0.310851884,0.001899474,0.98844443,0.084178579,0.976206056,0.961142951,0.983182813,0.861079985
"1942","HVO_0834 [D4GUH3] DUF35 family protein",0.374681976,0.44233662,0.461978011,0.754282709,0.924547345,0.747827151,0.879489025,0.921672205,0.959584852,0.436796893
"1943","HVO_0832 [D4GUG9] alpha/beta hydrolase fold protein",0.008449525,0.146382749,0.000314563,0.931815404,0.904339194,0.864653462,0.956178466,0.980718641,0.983821235,0.153232386
"1944","HVO_0831 [D4GUG7] (ygfD) YgfD family GTPase",0.047468354,0.746635868,0.575650401,0.545431804,0.964816171,0.822277009,0.972149718,0.98607856,0.980163108,0.57634105
"1945","HVO_0830 [D4GUG5] (mmcB) methylmalonyl-CoA mutase subunit B (cobalamin-binding subunit)",0.38699924,0.509055231,0.100978556,0.88716732,0.928095949,0.816522824,0.918708832,0.937746673,0.974926706,0.307571235
"1946","HVO_0829 [D4GUG3] peptidase S9 family protein",0.000290921,0.000270027,0.000314563,0.90526849,0.912980209,0.015438357,0.965655721,0.966171234,0.856953881,0.000315019
"1947","HVO_0828 [D4GUG1] conserved hypothetical protein",0.473741064,0.345994498,0.412958993,0.707909052,0.90231362,0.79085863,0.890478358,0.926815955,0.95380699,0.446076233
"1948","HVO_0827 [D4GUF9] MTH865 family protein",1,1,1,1,1,1,1,1,1,1
"1949","HVO_0826 [D4GUF7] peptidase M42 family protein",0.000290921,0.000270027,0.000314563,0.587011358,0.915299862,0.005185823,0.955168386,0.734176429,0.981177143,0.003782247
"1950","HVO_0825 [D4GUF5] (hcpA) halocyanin",0.211778437,0.396730932,0.452682805,0.764119028,0.932254581,0.774038759,0.877636635,0.936882182,0.967015089,0.479628971
"1951","HVO_0824 [D4GUF3] probable glycosyltransferase, type 1",0.000290921,0.000810454,0.000314563,0.786604051,0.964553849,0.797613503,0.970509172,0.955832928,0.990513257,0.000315019
"1952","HVO_0823 [D4GUF2] DUF420 family protein",0.490069378,0.401251752,0.535360697,0.85380456,0.91265899,0.762570929,0.758494336,0.951578642,0.965401205,0.158686421
"1953","HVO_0822 [D4GUF0] (gldA) glycerol-1-phosphate dehydrogenase (NAD(P))",0.017212297,0.285871283,0.378678913,0.155887954,0.949211471,0.114316914,0.954586354,0.791536224,0.979231851,0.487620564
"1954","HVO_0821 [D4GUE8] LysE family transport protein",0.414048826,0.427253917,0.430150231,0.810526669,0.926930574,0.770029309,0.505077567,0.916688767,0.962770018,0.399116693
"1955","HVO_0819 [D4GUE2] (sirR) SirR/DtxR family transcription regulator SirR",1,1,1,1,1,1,1,1,1,1
"1956","HVO_0818 [D4GUE0] (thrC2) threonine synthase",0.000290921,0.000270027,0.000314563,0.967404139,0.976497306,0.84481122,0.523370491,0.952023381,0.992432372,0.001260565
"1957","HVO_0817 [D4GUD8] amine oxidase domain protein",0.000290921,0.02089947,0.000629347,0.652714949,0.987864944,0.017977008,0.982027831,0.778878432,0.985652991,0.010720665
"1958","HVO_0815 [D4GUD4] arNOG05395 family transcription regulator",0.253769092,0.165534787,0.063168244,0.851290285,0.967528507,0.865315296,0.943057726,0.962601155,0.974551605,0.163501636
"1959","HVO_0812 [D4GUD0] (ppsA) phosphoenolpyruvate synthase",0.42912713,0.831550893,0.747612464,0.996919963,0.951054924,0.996376593,0.938956713,0.954140749,0.99781792,0.68534313
"1960","HVO_0811 [D4GUC7] (panD) aspartate 1-decarboxylase",0.000290921,0.000270027,0.000314563,0.91335251,0.926840215,0.907504729,0.957461527,0.976325233,0.985031704,0.000315019
"1961","HVO_0810 [D4GUC4] conserved hypothetical protein",1,1,0.488924026,0.852132285,1,0.797828658,0.884487721,0.932314146,0.956851757,1
"1962","HVO_0809 [D4GUC3] (metS) methionine--tRNA ligase",0.013996692,0.017628967,0.226734528,0.99067487,0.988376612,0.984847855,0.989391631,0.995965542,0.992791289,0.000315019
"1963","HVO_0808 [D4GUC1] conserved hypothetical protein",1,0.322755503,1,1,0.93072107,1,1,1,1,1
"1964","HVO_0807 [D4GUB8] conserved hypothetical protein",1,1,1,1,1,1,1,1,1,1
"1965","HVO_0806 [D4GUB6] (pykA) pyruvate kinase",0.00058206,0.000270027,0.000314563,0.887440921,0.936757792,0.965428015,0.989342776,0.99560648,0.997212611,0.022718319
"1966","HVO_0803 [D4GUB0] homolog to restriction system mrr",0.000290921,0.474127572,0.000314563,0.843707377,0.826066247,0.8442716,0.002611017,0.972924533,0.961605658,0.506963271
"1967","HVO_0802 [D4GUA7] NfeD domain protein",0.007866133,0.066101468,0.033420293,0.894527235,0.940326,0.818322134,0.865174386,0.950030245,0.96928881,0.071828873
"1968","HVO_0801 [D4GUA4] stomatin family protein",0.000290921,0.000270027,0.000314563,0.876709744,0.729254786,0.001299785,0.002611017,0.991659743,0.99021785,0.000315019
"1969","HVO_0798 [D4GUA0] (aglD) dolichyl-phosphate mannosyltransferase AglD",0.104582957,0.030193037,0.027104435,0.916332096,0.939946455,0.866140024,0.905534481,0.940128062,0.977592663,0.123775454
"1970","HVO_0797 [D4GU99] probable inosine/xanthosine triphosphatase",0.479397781,0.242625826,0.490923364,0.887850459,0.935797962,0.803784988,0.867047277,0.940203563,0.963386357,0.390215873
"1971","HVO_0795 [D4GU95] (tfb6) transcription initiation factor TFB<|>HVO_1676 [Q9YGA5] (tfb2) transcription initiation factor TFB",0.000290921,0.000270027,0.000314563,0.886893258,0.907693221,0.702324322,0.913120359,0.943519262,0.975564555,0.000315019
"1972","HVO_0795 [D4GU95] (tfb6) transcription initiation factor TFB<|>HVO_1052 [D4GVM8] (tfb1) transcription initiation factor TFB<|>HVO_B0285 [D4GPT2] (tfb3) transcription initiation factor TFB",0.183444874,0.114827475,0.213171508,0.856119829,0.932675186,0.802730899,0.882289431,0.931211963,0.967649603,0.164786142
"1973","HVO_0795 [D4GU95] (tfb6) transcription initiation factor TFB<|>HVO_1052 [D4GVM8] (tfb1) transcription initiation factor TFB<|>HVO_1676 [Q9YGA5] (tfb2) transcription initiation factor TFB<|>HVO_B0285 [D4GPT2] (tfb3) transcription initiation factor TFB",1,1,1,1,1,1,1,1,1,0.277266166
"1974","HVO_0795 [D4GU95] (tfb6) transcription initiation factor TFB<|>HVO_1052 [D4GVM8] (tfb1) transcription initiation factor TFB<|>HVO_1676 [Q9YGA5] (tfb2) transcription initiation factor TFB",1,0.316203201,1,1,1,1,0.869505935,1,0.960910055,0.13497017
"1975","HVO_0795 [D4GU95] (tfb6) transcription initiation factor TFB",0.02570421,0.000270027,0.009130135,0.742866192,0.934580636,0.900524699,0.882704422,0.971024946,0.988453454,0.000315019
"1976","HVO_0794 [D4GU94] (zim) CTAG modification methylase",0.48206278,0.419422933,0.528329143,0.829641625,0.9380967,0.745770258,0.912361639,0.928957811,0.959272692,0.481293294
"1977","HVO_0792 [D4GU24] (aroB) 3-dehydroquinate synthase, type II",0.717290703,0.778145752,0.794411668,0.974495105,0.988748447,0.96860588,0.978248129,0.991871777,0.991604434,0.707166692
"1978","HVO_0791 [D4GU22] (ogt2) probable methylated-DNA--protein-cysteine methyltransferase",1,1,1,1,1,1,1,1,1,1
"1979","HVO_0790 [D4GU21] (fba2) 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase",0.454506995,0.833479119,0.476604954,0.927574389,0.962955693,0.783708506,0.976778271,0.934142862,0.986604594,0.704777161
"1980","HVO_0789 [P18284] (trpA) tryptophan synthase alpha subunit",1,1,1,1,1,1,1,1,1,1
"1981","HVO_0788 [P18285] (trpB) tryptophan synthase beta subunit",0.146826769,0.345363326,0.000314563,0.899166865,0.93072107,0.842826899,0.918605874,0.948644664,0.971122223,0.367838607
"1982","HVO_0787 [P18304] (trpC) indole-3-glycerol-phosphate synthase",1,1,1,1,1,1,1,1,1,1
"1983","HVO_0785 [D4GU10] conserved hypothetical protein",0.4366897,0.460166423,0.392835888,0.849934865,0.931406398,0.787082992,0.878352133,0.924891683,0.962046392,0.407696323
"1984","HVO_0783 [D4GTT9] (lon) ATP-dependent protease Lon",0.002328831,0.000270027,0.326205326,0.96241022,0.90632051,0.809200768,0.977403268,0.992976,0.962865485,0.049298553
"1985","HVO_0782 [D4GTT7] (nadM) nicotinamide-nucleotide adenylyltransferase",0.381159534,0.001080674,0.37407468,0.815482212,0.926113628,0.77660341,0.892670648,0.927715689,0.963386357,0.510970464
"1986","HVO_0781 [D4GTT6] S-adenosylmethionine hydroxide adenosyltransferase family protein",0.560537218,0.445298917,0.519631285,0.870771993,0.944517131,0.80504449,0.90285553,0.901286137,0.978453528,0.41496251
"1987","HVO_0778 [Q9HHA2] (ths3) thermosome subunit 3",0.558495423,0.442007706,0.924752361,0.986856325,0.040648006,0.001299785,0.002611017,0.76237863,0.917343348,0.000315019
"1988","HVO_0775 [D4GTT0] amidohydrolase domain protein",0.000290921,0.000270027,0.000314563,0.921460716,0.744086686,0.010331789,0.915367227,0.952778716,0.961556379,0.011351706
"1989","HVO_0774 [D4GTS9] probable glycosyltransferase, type 2",0.547963987,0.480804737,0.476604954,0.920801867,0.94292846,0.785288338,0.92569125,0.943158587,0.972609136,0.302023796
"1990","HVO_0773 [D4GTS8] probable S-adenosylmethionine-dependent methyltransferase",0.234422875,0.001080674,0.366515922,0.916105007,0.975505775,0.916388996,0.961751155,0.976074485,0.985080001,0.175712078
"1991","HVO_0771 [D4GTS5] beta-lactamase domain protein",0.037745787,0.225197351,0.055879808,0.879888346,0.944731033,0.836035093,0.902383518,0.955952071,0.972754296,0.32096475
"1992","HVO_0769 [D4GTR9] TRAM domain protein",0.163257789,0.498590434,0.743495037,0.960124738,0.98092425,0.906264574,0.936187798,0.973278937,0.950786266,0.420912008
"1993","HVO_0768 [D4GTR8] radical SAM domain protein",0.525304128,0.102331223,0.755166087,0.810944353,0.962793555,0.956973148,0.951546803,0.965818902,0.984147561,0.574658888
"1994","HVO_0766 [D4GTR3] (hsp20D) Hsp20-type molecular chaperone",0.000290921,0.00270271,0.000314563,0.883568116,0.972143618,0.844451603,0.903325716,0.934470531,0.977216284,0.000315019
"1995","HVO_0764 [D4GTR0] conserved hypothetical protein",0.405227476,0.410319711,1,0.84805446,0.907579631,0.779604778,1,1,0.962434009,0.439447142
"1996","HVO_0763 [D4GTQ8] DoxX domain protein<|>HVO_A0548 [D4GRL0] DoxX domain protein",0.016627419,0.327134111,0.210590517,0.524034247,0.921803283,0.6987427,0.816718673,0.776777906,0.94720171,0.33994651
"1997","HVO_0763 [D4GTQ8] DoxX domain protein",0.072637736,0.254421135,0.429488397,0.819918618,0.922187317,0.759138752,1,0.820021125,1,0.39977637
"1998","HVO_0762 [D4GTQ7] NUDIX family hydrolase",1,1,1,1,0.82869581,1,1,1,1,1
"1999","HVO_0760 [D4GTQ4] probable glycosyltransferase, type 2<|>HVO_A0088 [D4GQC0] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)",0.430441236,0.390609508,0.456665242,0.827544129,0.937390879,0.771687068,0.859728593,0.920012123,0.962434009,0.462670656
"2000","HVO_0760 [D4GTQ4] probable glycosyltransferase, type 2",0.70029383,0.68296374,0.711650179,0.941172897,0.968912878,0.890369303,0.948564522,0.974067905,0.987742644,0.703411999
"2001","HVO_0758 [D4GTQ1] small CPxCG-related zinc finger protein",0.001746475,0.718463873,0.046066197,0.001899474,0.756573441,0.001299785,0.42700896,0.953772166,0.380610238,0.041062626
"2002","HVO_0757 [D4GTP9] probable oxidoreductase (aldo-keto reductase family protein)",0.017797276,0.665222025,0.014802093,0.020578635,0.960309048,0.04405874,0.877349363,0.976781835,0.974448551,0.607687086
"2003","HVO_0756 [D4GTP7] DHH/RecJ family phosphoesterase",0.336378369,0.418120306,0.38558988,0.815482212,0.923044848,0.784837867,0.886381368,0.923487516,0.957565954,0.354045614
"2004","HVO_0755 [D4GTP6] homolog to NAD-dependent epimerase/dehydratase",0.188356164,0.000270027,0.013541328,0.949121319,0.982206211,0.922113746,0.925303837,0.905840603,0.978544353,0.084229601
"2005","HVO_0745 [D4GTC1] (cetZ2) FtsZ family protein CetZ, type III",0.329980482,0.087654414,0.387894767,0.826583102,0.987347867,0.822865117,0.876339048,0.750339411,0.97202216,0.000315019
"2006","HVO_0744 [D4GTB9] homolog to carboxylate-amine ligase",1,1,1,1,0.899126645,1,1,1,1,1
"2007","HVO_0743 [D4GTB7] probable phosphodiesterase",0.781353116,0.923780636,0.00724033,0.931713468,0.957132562,0.030526143,0.756690628,0.958058489,0.938267647,0.04993241
"2008","HVO_0742 [D4GTB6] conserved hypothetical protein",0.650454061,0.566229489,0.491256631,0.914849763,0.969350992,0.89651756,0.894699878,0.927357059,0.979438039,0.679555135
"2009","HVO_0741 [D4GTB4] (polX) DNA-directed DNA polymerase X",0.000290921,0.000540269,0.000314563,0.946859182,0.958711791,0.754665989,0.941653466,0.933978477,0.982264179,0.005358672
"2010","HVO_0739 [D4GTB2] conserved hypothetical protein",0.118708018,0.015179359,0.147279028,0.289674177,0.942268197,0.768600715,0.937754362,0.967363024,0.972243473,0.00063026
"2011","HVO_0738 [D4GTB1] conserved hypothetical protein",1,1,1,1,1,1,1,1,1,1
"2012","HVO_0736 [D4GTA8] DUF302 family protein",1,1,1,1,0.921417441,1,1,1,1,1
"2013","HVO_0735 [D4GTA7] conserved hypothetical protein",1,1,1,1,0.922474164,1,1,1,1,1
"2014","HVO_0734 [D4GTA5] (nreA) DNA repair protein NreA",0.107883706,0.017901319,0.027104435,0.878162065,0.942855398,0.804834981,0.932348258,0.947433461,0.966542643,0.465660949
"2015","HVO_0733 [D4GTA4] (tfb4) transcription initiation factor TFB<|>HVO_1478 [D4GYB5] (tfb5) transcription initiation factor TFB",0.42289158,0.001350928,0.726017443,0.634716866,0.926568522,0.353837989,0.944927158,0.975906651,0.976384975,0.008512383
"2016","HVO_0733 [D4GTA4] (tfb4) transcription initiation factor TFB",0.103383459,0.570043503,0.005350949,0.826968088,0.736828306,0.251744816,0.213101726,0.962280186,0.978755237,0.766768119
"2017","HVO_0732 [D4GTA2] (rnhA2) ribonuclease H, type 1",0.000290921,0.322755503,0.149520624,0.928620563,0.835379619,0.765480911,0.929585174,0.968578429,0.982556087,0.688749574
"2018","HVO_0731 [D4GTA0] conserved hypothetical protein",1,1,1,1,1,1,1,1,1,1
"2019","HVO_0730 [D4GT98] (rosR) PadR family transcription regulator RosR",1,1,1,1,1,1,1,1,1,1
"2020","HVO_0729 [D4GT97] (ipp) inorganic pyrophosphatase",0.241587434,0.319321012,0.587099784,0.534307197,0.915299862,0.287500779,0.918914469,0.118888688,0.972463347,0.547787278
"2021","HVO_0727 [D4GT94] rhomboid family protease",0.565646617,0.58431251,0.519296926,0.902806978,0.938408246,0.866797764,0.885167188,0.955892528,0.971046149,0.601274125
"2022","HVO_0726 [D4GT92] (endV) endonuclease 5",0.53408106,0.566229489,0.547092605,0.918472203,0.934088152,0.885115291,0.922154756,0.976200009,0.973612258,0.036947593
"2023","HVO_0725 [D4GT91] probable oxidoreductase (short-chain dehydrogenase family)",0.307994649,0.905068942,0.39810954,0.073308493,0.987382508,0.001300218,0.002611017,0.976074485,0.996010035,0.073099929
"2024","HVO_0724 [D4GT90] (arsA1) ArsA family ATPase",0.339261126,0.138307501,0.132563238,0.931100293,0.952213932,0.864653462,0.921854914,0.950615219,0.97451729,0.479296144
"2025","HVO_0723 [D4GT88] nicotinamide mononucleotide deamidase",0.000290921,0.000810454,0.006295586,0.890286173,0.975287838,0.837704031,0.931801302,0.918518336,0.97817943,0.000315124
"2026","HVO_0722 [D4GT87] DUF457 family protein",0.202822686,0.171371262,0.365530486,0.751549695,0.925011199,0.417934758,0.875466994,0.920405837,0.966282353,0.362910065
"2027","HVO_0721 [D4GT85] PHP domain protein",0.564283424,0.622659447,0.595865351,0.809478646,0.96036535,0.852593911,0.903090851,0.93974934,0.973470792,0.598575305
"2028","HVO_0720 [D4GT84] small CPxCG-related zinc finger protein",0.163867822,0.545874627,0.480931282,0.724478916,0.826066247,0.343125681,0.903325716,0.67831512,0.96580032,0.508966642
"2029","HVO_0719 [D4GT82] (spt5) transcription elongation factor Spt5",0.595076576,0.667748772,0.535695675,0.90526849,0.954225865,0.868434226,0.850631335,0.875880142,0.981861295,0.643210156
"2030","HVO_0718 [D4GT81] (secE) protein translocase subunit SecE",0.495751271,0.396085815,0.536030666,0.891623613,0.9287164,0.846244527,0.844419541,0.939521127,0.97253632,0.23507865
"2031","HVO_0717 [Q48327] (ftsZ1) cell division protein FtsZ, type I",0.000290921,0.000270027,0.000314563,0.992567327,0.991017573,0.95762033,0.867820294,0.976946886,0.996559486,0.000315019
"2032","HVO_0716 [D4GT74] (dtdA) D-aminoacyl-tRNA deacylase",0.378243201,0.465143108,0.459985341,0.8519642,0.920835259,0.798901897,0.873113693,0.920895278,0.968273155,0.45569722
"2033","HVO_0715 [D4GT72] sodium/calcium antiporter",0.506134969,0.467469145,0.510608103,0.871525676,0.936199391,0.808374645,0.863435333,0.913865792,0.966585846,0.302350019
"2034","HVO_0714 [D4GT70] homolog to sodium/calcium antiporter",0.265992526,1,0.42849574,0.786369229,0.901100831,0.71739622,0.754259393,0.935686368,0.951670761,0.414632099
"2035","HVO_0712 [D4GT66] (aroE) shikimate dehydrogenase (nonfunctional)",0.430112665,0.34567889,0.513614789,0.888666447,0.953666165,0.904042378,0.919222227,0.961741351,0.969607758,0.405715671
"2036","HVO_0711 [D4GT64] conserved hypothetical protein",0.008157817,0.000270027,0.000314563,0.745138276,0.91674384,0.819911254,0.858909871,0.895837953,0.96445299,0.003466997
"2037","HVO_0710 [D4GT63] (pabB) aminodeoxychorismate synthase component 1",0.344712628,0.362147888,0.502929079,0.866798484,0.956537648,0.831719648,0.922354205,0.932650022,0.976059333,0.610050915
"2038","HVO_0709 [D4GT61] (pabA) aminodeoxychorismate synthase component 2",0.50077199,0.42496718,0.478601452,0.860501587,0.928273721,0.812683557,0.892926093,0.935121499,0.954981848,0.496286234
"2039","HVO_0708 [D4GT60] (pabC) aminodeoxychorismate lyase",0.109985808,0.038426728,0.000314563,0.880602378,0.968372904,0.249159709,0.684343017,0.968530312,0.984934855,0.639482085
"2040","HVO_0705 [D4GT56] GtrA family protein",0.496754868,0.462487574,0.493589865,0.854469131,0.932338887,0.803363845,0.900116193,0.933813723,0.966801098,0.451051304
"2041","HVO_0704 [D4GT55] probable glycosyltransferase, type 2",0.469421207,0.356750881,0.46895597,0.920029427,0.933176877,0.875345053,0.841861023,0.951002306,0.970041632,0.286379291
"2042","HVO_0703 [D4GT52] conserved hypothetical protein",0.43372857,0.292028852,0.506266951,0.698169837,0.941228894,0.778684666,0.913766778,0.900421186,0.971387162,0.556847409
"2043","HVO_0702 [D4GT53] DUF2298 family protein",0.825273788,0.651550382,0.387236165,0.927048404,0.325327261,0.897094433,0.795810057,0.967949684,0.944354713,0.753031743
"2044","HVO_0701 [D4GT50] (rpl42e) 50S ribosomal protein L42e",0.000290921,0.000270027,0.000314563,0.619189667,0.862233267,0.877708821,0.950942425,0.954385287,0.984715687,0.000315019
"2045","HVO_0700 [D4GT48] (rps27e) 30S ribosomal protein S27e",0.000290921,0.03101499,0.033420293,0.917349703,0.893208189,0.836778199,0.906109066,0.956603322,0.961654875,0.075960483
"2046","HVO_0699 [D4GT46] (tif2a) translation initiation factor aIF-2 alpha subunit",0.002328831,0.000270027,0.005350949,0.923094885,0.97805547,0.862155212,0.922054898,0.984012067,0.988979164,0.196960318
"2047","HVO_0697 [D4GT44] PAC2 family protein",0.409472126,0.454208187,0.415601572,0.832652031,0.898375395,0.72300635,0.877636635,0.901776683,0.956573752,0.420912008
"2048","HVO_0696 [D4GT42] (phzF1) PhzF family protein",0.388947898,0.646532529,0.316728682,0.902682866,0.931746794,0.833040782,0.919937094,0.936565228,0.969963145,0.443092529
"2049","HVO_0694 [D4GT40] (gptA2) probable phosphoribosyltransferase",0.51284967,0.515152662,0.424856974,0.858729504,0.963813254,0.819911254,0.935307254,0.920503965,0.982949405,0.177319986
"2050","HVO_0692 [D4GT36] probable 6-oxopurine nucleoside phosphorylase",0.128659825,0.011374414,0.275350376,0.846847645,0.872475405,0.548535705,0.930050643,0.816870683,0.985817861,0.588461973
"2051","HVO_0691 [D4GT34] conserved hypothetical protein",0.423219501,0.45917234,0.319995309,0.845632808,0.928980815,0.785288338,0.866269951,0.940203563,0.961802155,0.322272525
"2052","HVO_0690 [D4GT32] (scpA) chromosome segregation and condensation protein ScpA",1,0.416167721,1,1,0.918062934,1,1,1,1,1
"2053","HVO_0689 [D4GT30] (smc) chromosome segregation protein Smc",0.867117117,0.607107284,0.035631959,0.922552206,0.98958305,0.968809074,0.927987455,0.912038029,0.994589846,0.760240735
