Protein ID,H26_vs_DksgA,H26_vs_DksgA_PEP,H26_vs_DksgA_KsgA,H26_vs_DksgA_KsgA_PEP,H26_vs_DksgA_ksgA_E84A,H26_vs_DksgA_ksgA_E84A_PEP,Row_Number
HVO_0552 [D4GSE9] (mutS1b) DNA mismatch repair protein MutS,-0.040759645,0.945988424,-0.909949427,0.000244843,-0.899646419,0.000241787,2094
HVO_0551 [D4GSE8] (mutLb) DNA mismatch repair protein MutL,-0.221918966,0.326142289,0.426158808,0.000244843,0.290591315,0.038025207,2095
HVO_0549 [D4GSE6] (kdgK1) 2-keto-3-deoxygluconate kinase / 2-keto-3-deoxygalactonate kinase<|>HVO_A0328 [D4GR05] (kdgK2) 2-keto-3-deoxygalactonate kinase,0.027557878,0.753125991,-0.057555728,0.44946087,-0.62902662,0.343502258,2096
HVO_0549 [D4GSE6] (kdgK1) 2-keto-3-deoxygluconate kinase / 2-keto-3-deoxygalactonate kinase,-0.175094027,0.795900686,-0.371727626,0.116102403,-0.326547312,0.157602246,2097
HVO_0547 [D4GSE4] conserved hypothetical protein,-0.466021513,0.50273595,-0.10884317,0.568865962,-0.25221863,0.404631848,2098
HVO_0545 [D4GS77] conserved hypothetical protein,0.183856616,0.762550739,-0.25020479,0.427445831,-0.310571601,0.060357564,2099
HVO_0544 [D4GS76] major facilitator superfamily transport protein,0.740525358,0.080257325,-1.108447766,0.186924545,-1.489010414,0.029590825,2100
HVO_0543 [D4GS75] (trxA8) thioredoxin,0.116057675,0.823707534,1.123067387,0.03521849,1.079511614,0.01044041,2101
HVO_0542 [D4GS74] conserved hypothetical protein,-1.370071799,0.607484816,0.346304458,0.376703235,0.165908895,0.371868231,2102
HVO_0541 [D4GS73] (citB2) aconitate hydratase,-0.468646944,0.000825727,-1.186443655,0.000244843,-1.347451751,0.000241787,2103
HVO_0536 [D4GS68] (dpsA1) ferritin DpsA,-0.505732498,0.216602063,2.670761279,0.000244843,2.804501463,0.000241787,2104
HVO_0534 [D4GS66] (tsgD1) ABC-type transport system ATP-binding protein (probable substrate sugar)<|>HVO_B0037 [D4GP38] (tsgE7) ABC-type transport system ATP-binding protein (probable substrate sugar)<|>HVO_B0038 [D4GP39] (tsgD7) ABC-type transport system ATP-binding protein (probable substrate sugar),0,1,0,1,0,1,2105
HVO_0534 [D4GS66] (tsgD1) ABC-type transport system ATP-binding protein (probable substrate sugar),-0.426464556,0.30379936,-2.911918677,0.001715384,-3.103181851,0.000241787,2106
HVO_0532 [D4GS65] (tsgC1) ABC-type transport system permease protein (probable substrate sugar),-0.099156419,0.684475394,1.701331337,1,1.139259783,1,2107
HVO_0531 [D4GS64] (tsgB1) ABC-type transport system permease protein (probable substrate sugar),0.497660437,0.706810945,-1.390731996,1,1.077413798,1,2108
HVO_0530 [D4GS63] (tsgA1) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar),-0.485704919,0.258002764,-4.268655483,0.000244843,-4.453634289,0.000241787,2109
HVO_0522 [D4GS57] (hda1) HdaI-type histone deacetylase,-0.065494402,0.779180959,0.000644633,0.524970094,-0.447407211,0.207066646,2110
"HVO_0521 [D4GS58] (cca) tRNA adenylyltransferase, CCA-adding",-0.326943505,0.243057834,0.30883741,0.289133836,0.253397149,0.410430754,2111
HVO_0520 [D4GS56] (hstA) archaeal histone,-0.366357763,0.659568597,0.243911086,0.471110459,-0.007883238,0.561509834,2112
HVO_0519 [D4GS55] (rpa2) replication protein A,-0.433520531,0.014744508,1.302740365,0.000244843,1.233295107,0.000241787,2113
HVO_0518 [D4GS54] conserved hypothetical protein,0.329981528,0.699010594,0.522045619,0.373861281,0.534598246,0.39405752,2114
HVO_0514 [D4GS51] DUF309 family protein,-0.380001737,0.787851619,0.219665653,0.590714633,-0.117504219,0.579024544,2115
HVO_0511 [D4GS48] (azf) glucose-6-phosphate 1-dehydrogenase (NAD),0.467322771,0.597995944,-0.870052383,0.001715384,-0.449466081,0.103543028,2116
"HVO_0510 [D4GS47] (mptD) dihydroneopterin aldolase, archaeal-type",-0.017043469,0.736805362,-0.034984573,0.449791749,0.013618089,0.445362657,2117
HVO_0508 [D4GS45] conserved hypothetical protein,-0.921734399,0.011490414,1.344727165,0.000244843,1.17559626,0.000241787,2118
HVO_0507 [D4GS44] (cre1) creatininase domain protein,-1.262632411,0.633698018,-0.826681517,0.364111507,-2.331235926,0.274426518,2119
HVO_0506 [D4GS43] ABC-type transport system ATP-binding/permease protein,1.255015511,0.000825727,0.26308218,0.436609413,0.27440311,0.446023199,2120
HVO_0505 [D4GS42] conserved hypothetical protein,-0.755580204,0.64099795,3.376648503,1,-0.474295291,0.36151962,2121
HVO_0504 [D4GS41] DUF192 family protein,0.367361733,0.688508339,1.090989438,0.344173054,0.335172192,0.393419009,2122
HVO_0500 [D4GS38] conserved hypothetical protein,0.710381268,0.647885452,1.259838381,0.363484566,1.363125171,0.214962542,2123
HVO_0494 [D4GS34] conserved hypothetical protein,0.461202557,0.732896369,2.306072162,0.000244843,2.187821017,0.000241787,2124
HVO_0493 [D4GS33] HTH domain protein,0.314463777,0.709016792,-2.321524345,0.002451199,-2.050109479,0.000241787,2125
HVO_0492 [D4GS32] (boa1) HTH-10 family transcription regulator,-0.398502048,0.643199416,1.668649373,1,3.57515432,1,2126
HVO_0491 [D4GS31] FMN-binding domain protein,-0.165086073,0.781305583,0.798811037,0.000244843,0.62810025,0.000241787,2127
HVO_0489 [D4GS29] small CPxCG-related zinc finger protein,-0.238068965,0.7133985,0.226320062,0.400587549,0.337889751,0.383556307,2128
HVO_0488 [D4GS28] HTH domain protein,0.186569681,0.782951121,-1.85956955,0.000244843,-1.753226327,0.000241787,2129
HVO_0486 [D4GS26] (nucS) endonuclease NucS,-0.01967711,0.740424633,-0.757676179,0.320518321,-1.090354893,0.222902303,2130
HVO_0484 [D4GS24] (rpl16) 50S ribosomal protein L16,0.441499758,0.012305132,-1.14089453,0.000244843,-1.256312854,0.000241787,2131
HVO_0482 [D4GS22] (hsp20C) Hsp20-type molecular chaperone,-0.382592811,0.787619482,0.185187706,0.580650332,0.28146508,0.511122613,2132
HVO_0481 [D4GS21] (gap2) glyceraldehyde-3-phosphate dehydrogenase (NAD) (phosphorylating),0.026906263,0.952206708,0.583154669,0.000244843,0.325438011,0.031570608,2133
HVO_0480 [D4GS20] (pgk) phosphoglycerate kinase,-0.353728528,0.002475567,0.395308115,0.001960612,0.354413298,0.000725734,2134
HVO_0479 [D4GS19] MJ0936 family phosphodiesterase,-0.349150623,0.681574492,-0.27287707,0.373230433,-0.060527021,0.387684469,2135
HVO_0478 [D4GS18] (gap1) glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) (phosphorylating),-0.229649976,0.714215654,-1.243449261,0.000244843,-0.839013051,0.000241867,2136
HVO_0477 [D4GS17] (pepB3) aminopeptidase (homolog to leucyl aminopeptidase / aminopeptidase T),-0.179506023,0.760089255,1.681068156,0.000244925,1.619374822,0.000241787,2137
HVO_0476 [D4GS16] UCP015877 family protein,-0.202791875,0.761567735,1.355801354,0.000244843,1.322887768,0.000241787,2138
HVO_0475 [D4GS15] probable S-adenosylmethionine-dependent methyltransferase,-0.312221455,0.639103496,0.310268518,0.437594343,0.244268147,0.500481915,2139
HVO_0474 [D4GS14] (pimT) protein-L-isoaspartate O-methyltransferase,0.015358694,0.85519809,1.086187845,0.000244843,1.106191563,0.000241787,2140
HVO_0470 [D4GS10] (thrC1) threonine synthase,0.096066333,0.836133001,-1.102788756,0.000734904,-0.995954108,0.000725734,2141
HVO_0469 [D4GS09] AstE domain protein,0.138025015,0.769131138,-1.316964377,0.000244843,-1.094864596,0.000241787,2142
HVO_0467 [D4GS07] (pchB) PhoU/TrkA-C domain protein,-0.330404398,0.108949184,0.748033926,0.000244843,0.368282485,0.007761765,2143
HVO_0466 [D4GS06] (citZ) citrate synthase,0.029524127,0.918323598,-1.204085769,0.000244843,-1.422267523,0.000241787,2144
HVO_0464 [D4GS04] (ilvA1) threonine ammonia-lyase,0.202519113,0.630813416,-1.182032309,0.000244843,-1.721899864,0.000241787,2145
HVO_0462 [D4GS02] (cydA) cytochrome bd ubiquinol oxidase subunit I,-0.137558905,0.700132608,-0.385221786,0.361605247,-0.79587487,0.291915964,2146
HVO_0459 [D4GRZ9] (ridA1) enamine/imine deaminase,-0.936735609,0.635930614,0.644610853,0.390033923,0.272801997,0.431556218,2147
HVO_0455 [O30560] (ths2) thermosome subunit 2,-0.416374744,0.000825727,0.395346001,0.000244843,0.429585771,0.000241787,2148
HVO_0454 [D4GRZ5] (ala) alanine dehydrogenase,0.043730119,0.891207017,-0.115684878,0.673081108,-0.365148687,0.16304364,2149
HVO_0453 [D4GRZ4] conserved hypothetical protein,-0.178261601,0.740167039,0.564037373,0.283171306,0.640893736,0.350310938,2150
HVO_0452 [D4GRZ3] (leuS) leucine--tRNA ligase,-0.13056733,0.80133625,-1.009157745,0.000244843,-0.901244644,0.000241787,2151
HVO_0451 [D4GRZ2] (hsp20B) Hsp20-type molecular chaperone,-1.057654734,0.492934981,4.286570269,0.000244843,4.033006092,0.000241787,2152
HVO_0450 [D4GRZ1] (hsp20A) Hsp20-type molecular chaperone<|>HVO_0451 [D4GRZ2] (hsp20B) Hsp20-type molecular chaperone,0.084191951,0.695629018,0.656511434,0.335529545,0.982726767,0.269425796,2153
HVO_0450 [D4GRZ1] (hsp20A) Hsp20-type molecular chaperone,-0.227696595,0.758358309,0.898364804,0.001225057,0.628169395,0.028107909,2154
HVO_0449 [D4GRZ0] (pheA) prephenate dehydratase,-0.036738139,0.883336998,0.067569214,0.640471269,0.047113288,0.657061692,2155
HVO_0448 [D4GRY9] (hisH) imidazole glycerol-phosphate synthase subunit HisH,-0.122403982,0.775617408,0.43309968,0.311702304,0.480874514,0.220629303,2156
HVO_0447 [D4GRY8] (phnD1) ABC-type transport system periplasmic substrate-binding protein (probable substrate phosphate/phosphonate),-0.575240506,0.702647742,-1.158877013,0.016754162,-1.745974944,0.000725734,2157
HVO_0446 [D4GRY7] (phnC1) ABC-type transport system ATP-binding protein (probable substrate phosphate/phosphonate),-0.390599876,0.405841557,-0.466226559,0.340462807,-0.716804288,0.160592399,2158
HVO_0445 [D4GRY6] (phnE1) ABC-type transport system permease protein (probable substrate phosphate/phosphonate),0.529296892,0.618784822,-0.289921292,0.433985891,-0.402917472,0.426002923,2159
HVO_0444 [D4GRY5] (udg3) uracil-DNA glycosylase,-0.419262293,0.638787079,0.550296479,0.013782831,0.416554805,0.120888562,2160
HVO_0443 [D4GRY4] UPF0215 family protein,0,1,0,1,0,1,2161
HVO_0441 [D4GRY2] beta-lactamase domain protein,-0.195777053,0.774423256,0.546363937,0.066713504,0.568803639,0.035538986,2162
HVO_0439 [D4GRY0] (rpl40e) 50S ribosomal protein L40e,-0.332033661,0.67924152,1.196500538,0.285851565,0.926055964,0.337954512,2163
HVO_0438 [D4GRX9] (trxA1) thioredoxin,-1.276837378,0.000825727,1.423258549,0.000244843,1.074560928,0.000241787,2164
HVO_0437 [D4GRX8] (secG) protein translocase subunit SecG,0.087496519,0.777046221,-0.615397553,0.266599226,-0.771365864,0.117982444,2165
HVO_0436 [D4GRX7] (pdxT) pyridoxal 5'-phosphate synthase subunit PdxT,-0.250917692,0.653145152,1.137085022,0.000244843,1.149259753,0.000241787,2166
HVO_0435 [D4GRX6] (hisE) phosphoribosyl-ATP pyrophosphatase,-0.34867375,0.699571923,1.378074076,0.000244843,1.261942026,0.000241787,2167
HVO_0434 [D4GRX5] major facilitator superfamily transport protein,-2.69000864,0.651603776,0.040246134,0.348512879,-2.976560361,0.186684569,2168
HVO_0433 [D4GRX4] (npdG) F420H2:NADP oxidoreductase,-0.003956551,0.853011904,-0.371257891,0.003432894,-0.114748202,0.483808376,2169
HVO_0432 [D4GRX3] conserved hypothetical protein,-0.042645999,0.685342367,0.74573852,0.372284636,0.663881974,0.369352937,2170
HVO_0431 [D4GRX2] HAD superfamily hydrolase,-0.289847086,0.593532874,1.195384155,0.000244843,1.149033065,0.000241787,2171
HVO_0430 [D4GRX1] UPF0146 family protein,0.035479276,0.707087227,-0.908587341,0.353798959,-1.018682955,0.33856991,2172
HVO_0429 [D4GRX0] (amzA) archaemetzincin,0.142703419,0.817247435,-0.530399894,0.098661209,-0.443657569,0.07434539,2173
HVO_0428 [D4GRW9] UspA domain protein,-0.131320309,0.716387962,2.384882152,0.000244843,2.447825227,0.000241787,2174
HVO_0427 [D4GRW8] (rtcA) RNA 3'-terminal phosphate cyclase<|>HVO_1203 [D4GWW9] (arlD1) arl cluster protein ArlD<|>HVO_B0061 [D4GP63] (cbiL) cobalt-factor-II C20-methyltransferase,-0.221359794,0.685342367,1.01272343,0.279604934,0.620108856,0.376280115,2175
HVO_0427 [D4GRW8] (rtcA) RNA 3'-terminal phosphate cyclase,0,1,0,1,0,1,2176
"HVO_0425 [D4GRW6] glyoxalase domain protein (homolog to catechol-2,3-dioxygenase)",-0.044530213,0.83923447,-0.844632451,0.206872809,-0.687963865,0.282404228,2177
HVO_0424 [D4GRW5] ABCE1 family ribosome recycling factor,0.188069843,0.555345017,-1.103418991,0.000244843,-1.236649032,0.000241787,2178
HVO_0423 [D4GRW4] conserved hypothetical protein,-0.57695291,0.690512534,-1.818319877,0.288835156,-1.090847033,0.170149139,2179
HVO_0422 [D4GRW3] NP_1176A family transcription regulator,-0.10359255,0.809143839,1.078044973,0.000244843,1.172534943,0.000241787,2180
HVO_0421 [D4GRW2] arNOG04375 family protein (homolog to PilT-type ATPase),0.087156958,0.881112464,-0.118479372,0.593240164,0.246512277,0.0674606,2181
HVO_0420 [D4GRW1] (mpcT) transducer protein MpcT,-0.702228955,0.691368987,0.332373757,0.421907739,-0.369636556,0.477727732,2182
HVO_0418 [D4GRV9] homing endonuclease domain protein,0.192370428,0.738618491,-2.110139076,0.188879385,-1.959962161,0.182532517,2183
HVO_0417 [D4GRV8] (cxp) metal-dependent carboxypeptidase,0.246807368,0.602761353,-0.349552132,0.040503031,-0.160253802,0.319002347,2184
HVO_0415 [D4GRV6] (uvrD) repair helicase UvrD,0.18891467,0.653760404,-1.415280322,0.000244843,-1.200853202,0.000241787,2185
HVO_0414 [D4GRV5] peptidase M24 family protein,0.810968589,0.000825727,-1.322916856,0.000244843,-1.342546258,0.000241787,2186
HVO_0413 [D4GRV4] conserved hypothetical protein,0.1276074,0.71285296,-0.187433129,0.459416932,0.209786319,0.422095011,2187
HVO_0409 [D4GRV0] (ribE) riboflavin synthase,-0.201562713,0.73237271,0.727665073,0.247587996,0.255287806,0.435816432,2188
HVO_0407 [D4GRU8] conserved hypothetical protein,-0.501951476,0.053598743,1.132634822,0.000244843,0.943780336,0.000967734,2189
HVO_0406 [D4GRU7] (aubA) probable ribonuclease FAU-1,-0.099070159,0.879995509,-0.898499662,0.000244843,-1.161603321,0.000241787,2190
HVO_0405 [D4H031] NifU C-terminal domain protein,-0.171893552,0.781070011,1.924597068,0.000244843,1.937607217,0.000241787,2191
HVO_0403 [D4H029] (glcK) glucokinase,0.357045681,0.69165414,-0.807007939,0.015763014,-0.603147678,0.113240135,2192
HVO_0402 [D4H028] DUF124 family protein,0.40276975,0.695629018,0.651265509,0.257795127,1.22442888,0.000483779,2193
HVO_0401 [D4H027] UspA domain protein,-0.159791947,0.798173693,0.081816627,0.571358744,0.734558538,0.000241867,2194
HVO_0400 [D4H026] conserved hypothetical protein,-0.227082439,0.592152177,1.090374083,0.000244843,1.03616554,0.000241787,2195
HVO_0399 [D4H025] conserved hypothetical protein,0.202871191,0.666811595,0.70827382,0.000244843,0.444781905,0.081522206,2196
HVO_0398 [D4H024] conserved hypothetical protein,-0.207192408,0.688795151,0.378417808,0.384306963,0.108567832,0.37029568,2197
HVO_0397 [D4H023] homolog to glycine cleavage system protein T,0.11231575,0.822851809,-0.578317659,0.001960612,-0.591245085,0.000241867,2198
HVO_0396 [D4H022] FAD-dependent oxidoreductase (homolog to geranylgeranyl reductase),0.171537016,0.750109219,-1.767809663,0.168343811,-1.608814708,0.102498777,2199
HVO_0395 [D4H021] WD40/YVTN domain protein,-0.111225934,0.7123068,-1.138557865,0.346961553,-0.363143963,0.012391917,2200
HVO_0393 [D4H019] (uvrA) UvrABC system protein A,0.283133094,0.018794277,-1.091018561,0.000244843,-0.619352499,0.000241787,2201
HVO_0392 [D4H018] (sepF) probable SepF protein,-0.077387556,0.831122546,0.577690526,0.019980272,0.202285971,0.499797882,2202
HVO_0391 [D4H017] DUF1028 family protein,-0.599614844,0.191099707,-1.231971524,0.000244843,-1.647957568,0.000241787,2203
HVO_0390 [D4H016] PUA domain protein,-1.045004822,0.621408999,1.872704693,0.01849037,1.596879106,0.013368748,2204
HVO_0388 [D4H014] (rnr) ribonuclease R,0.000377884,0.950507265,-0.241831335,0.184136393,-0.210487991,0.220345431,2205
HVO_0387 [D4H013] conserved hypothetical protein,-0.101229552,0.763041449,0.000494384,0.47581162,-0.292500295,0.415603891,2206
HVO_0386 [D4H012] conserved hypothetical protein,-0.082623791,1,0.115754585,0.437594343,0.109217262,0.430247753,2207
HVO_0380 [D4H006] conserved hypothetical protein,0.226511512,0.74707266,0.603525782,0.300828021,0.71065505,0.125391887,2208
HVO_0379B [A0A1C9J6T3] hypothetical protein,0.544918042,0.530802452,-1.311553921,0.030204041,-1.3025537,0.015324566,2209
HVO_0379A [A0A1C9J6T2] conserved hypothetical protein,-0.049309564,0.707639316,1.648958734,1,1.576177392,1,2210
HVO_0379 [D4H005] integrase family protein,-0.709725809,0.64131302,1.684531887,1,1.916909949,1,2211
HVO_0373 [D4GZZ9] conserved hypothetical protein,-0.36119847,0.667709718,0.873094966,1,3.211333383,1,2212
HVO_0360 [D4GZY7] (rps10a) 30S ribosomal protein S10a,-0.103446221,0.830281653,-0.282712239,0.402192737,-0.278053089,0.45198082,2213
HVO_0359 [D4GZY6] (tef1a1) translation elongation factor aEF-1 alpha / peptide chain release factor aRF-3<|>HVO_2413 [D4GWR0] (tef1a2) translation elongation factor aEF-1 alpha / peptide chain release factor aRF-3,0.604591522,0.172711186,-0.217600888,0.494073159,-0.313438878,0.389275223,2214
HVO_0359 [D4GZY6] (tef1a1) translation elongation factor aEF-1 alpha / peptide chain release factor aRF-3,0.754679718,0.000825727,0.216963844,0.304444243,0.366085394,0.022930636,2215
HVO_0358 [D4GZY5] (hom1) homoserine dehydrogenase<|>HVO_0601 [D4GSJ6] (hom2) homoserine dehydrogenase,-0.373869329,0.704317308,-1.03957235,0.157088263,-1.566160266,0.06771497,2216
HVO_0358 [D4GZY5] (hom1) homoserine dehydrogenase,-0.187141906,0.789010487,-0.79342936,0.001960612,-1.00910689,0.000241787,2217
HVO_0357 [D4GZY4] ACT domain protein<|>HVO_0600 [D4GSJ5] ACT domain protein,0.166022658,0.667111147,1.191575548,0.246425848,0.688120755,0.343502258,2218
HVO_0357 [D4GZY4] ACT domain protein,-0.416306665,0.466841216,0.558704708,0.054692988,0.145494622,0.520102767,2219
HVO_0356 [D4GZY3] (tef2) translation elongation factor aEF-2,-0.032622044,0.979640563,0.190019434,0.107355371,0.122479214,0.479751984,2220
HVO_0354 [D4GZY1] (rps7) 30S ribosomal protein S7,0.028397894,0.926675564,0.288003853,0.15408314,0.15477299,0.527045445,2221
HVO_0353 [D4GZY0] (rps12) 30S ribosomal protein S12,0.558390481,0.007404825,-1.239653566,0.000244843,-1.217759559,0.000241787,2222
HVO_0351 [D4GZX8] (nusA) transcription elongation factor NusA,0.326173618,0.706534507,0.434650628,0.363798005,0.54284846,0.283886371,2223
HVO_0350 [D4GZX7] (rpoA2) DNA-directed RNA polymerase subunit A'',0.066001643,0.911678688,0.34255365,0.063122238,0.427485031,0.027613969,2224
HVO_0349 [D4GZX6] (rpoA1) DNA-directed RNA polymerase subunit A',0.436034284,0.000825727,-0.777606814,0.000244843,-0.694024717,0.000241787,2225
HVO_0348 [D4GZX5] (rpoB1) DNA-directed RNA polymerase subunit B',0.569713197,0.000825727,-0.965713078,0.000244843,-0.84879967,0.000241787,2226
HVO_0347 [D4GZX4] (rpoB2) DNA-directed RNA polymerase subunit B'',0.564710476,0.000825727,-0.984053726,0.000244843,-0.96660276,0.000241787,2227
HVO_0346 [D4GZX3] (rpoH) DNA-directed RNA polymerase subunit H,-0.134510757,0.798853307,1.160479517,0.000244925,1.286265712,0.000241787,2228
HVO_0339 [D4GZW8] (tiaS) tRNA(Ile2) 2-agmatinylcytidine synthetase TiaS,-0.017551079,0.793844892,-0.780777372,0.323264594,-1.010469133,0.060104573,2229
HVO_0338 [D4GZW7] cro/C1 family transcription regulator,0.291866159,0.683317066,8.191169214,1,-0.468653298,1,2230
HVO_0337 [D4GZW6] (grx1) glutaredoxin,-1.030543637,0.009041465,0.083002238,0.549408505,0.332129321,0.403346192,2231
HVO_0335 [D4GZW4] (uraA3) xanthine/uracil permease family transport protein,0,1,0,1,0,1,2232
"HVO_0334 [D4GZW3] (apt2) purine phosphoribosyltransferase (adenine phosphoribosyltransferase, xanthine-guanine phosphoribosyltransferase)",0.102705576,0.83861601,-1.183924083,0.000244843,-1.231889633,0.000241787,2233
HVO_0331 [D4GZW0] (fadM1) proline dehydrogenase,-0.209090271,0.768404668,-1.663817178,0.000244843,-1.976330391,0.000241787,2234
HVO_0330 [D4GZV9] DUF502 family protein,1.3895201,0.436414035,1.652170007,0.189158859,1.13178968,0.249882849,2235
HVO_0329 [D4GZV8] (ilvE) branched-chain amino acid aminotransferase,-0.134546207,0.801786184,0.476695153,0.000244843,0.504331227,0.000725734,2236
HVO_0328 [D4GZV7] GalE family epimerase/dehydratase,0.667287141,0.495400542,-0.917591472,0.308673951,-0.468492942,0.406884359,2237
"HVO_0327 [D4GZV6] (ribB) 3,4-dihydroxy-2-butanone 4-phosphate synthase",-0.680403332,0.048159783,-0.20500428,0.468764983,-0.437363591,0.159504332,2238
"HVO_0326 [D4GZV5] (ribK) riboflavin kinase, CTP-dependent",-0.394152961,0.103875583,0.417473304,0.066713504,0.399936653,0.112451334,2239
HVO_0324 [D4GZV3] (argS) arginine--tRNA ligase,-0.241571939,0.21157191,-0.249660583,0.133757016,-0.262069861,0.149209659,2240
HVO_0322 [D4GZV1] (minD4) MinD/ParA domain protein,0.126498427,0.794988184,0.976791897,0.000244843,0.788405682,0.016548415,2241
HVO_0321 [D4GZV0] (arf1) peptide chain release factor aRF-1,0.070751357,0.893915735,0.348609096,0.02421032,0.38259739,0.006789053,2242
HVO_0320 [D4GZU9] small CPxCG-related zinc finger protein,-0.025760553,0.71448773,0.900457388,0.205459195,-0.125772261,0.423722098,2243
HVO_0319 [D4GZU8] (atpD1) A-type ATP synthase subunit D,-0.443033226,0.007404825,0.940699206,0.000244843,0.462405988,0.002178399,2244
HVO_0318 [D4GZU7] receiver/sensor/bat box HTH-10 family transcription regulator,-0.107330774,0.707915125,0.443650768,1,-0.177785012,0.410753562,2245
HVO_0317 [Q48333] (atpB) A-type ATP synthase subunit B,-0.197599342,0.427306205,0.255961998,0.07211751,0.232353919,0.134976942,2246
HVO_0316 [Q48332] (atpA) A-type ATP synthase subunit A,-0.107650784,0.845977723,0.201641411,0.106826952,0.14885811,0.350310938,2247
HVO_0315 [Q48331] (atpF) A-type ATP synthase subunit F,-0.482113901,0.362652694,0.933640864,0.003678427,0.888262049,0.00290533,2248
HVO_0314 [Q48330] (atpC) A-type ATP synthase subunit C,0.04494323,0.891388182,0.517858941,0.001225057,0.383353591,0.052285251,2249
HVO_0313 [Q48329] (atpE) A-type ATP synthase subunit E,-0.587188323,0.015556044,0.626885709,0.004415285,0.345175618,0.19697865,2250
HVO_0311 [D4GZU0] (atpI) A-type ATP synthase subunit I,0.201982605,0.605802645,0.623238325,0.001470199,0.560370788,0.01044041,2251
HVO_0310 [D4GZT9] (atpH) A-type ATP synthase subunit H,-0.444406977,0.337306787,1.238097181,0.000244843,0.873314553,0.000241787,2252
HVO_0309 [D4GZT8] (menG) probable demethylmenaquinone methyltransferase,-0.284413537,0.655907971,1.255040043,0.000244843,0.568657758,0.125391887,2253
HVO_0307 [D4GZT6] conserved hypothetical protein,0.384052338,0.086228169,-0.091401333,0.622742715,-0.102722966,0.608035097,2254
HVO_0306 [D4GZT5] probable transmembrane glycoprotein / HTH domain protein,0.415138953,0.180647453,0.714388917,0.000244925,0.586603165,0.014835341,2255
HVO_0305 [D4GZT4] (etfB1) electron transfer flavoprotein beta subunit,-0.545370102,0.595253806,-1.12613643,0.071344249,-1.066926428,0.069496898,2256
HVO_0304 [D4GZT3] (etfA1) electron transfer flavoprotein alpha subunit,-0.034020816,0.73315798,-2.017388784,0.000244843,-1.985937849,0.000241787,2257
HVO_0303 [D4GZT2] (idsA2) bifunctional short chain isoprenyl diphosphate synthase,-0.044505705,0.812227986,0.071688691,0.590714633,0.13307024,0.554415566,2258
HVO_0301 [D4GZT0] receiver/sensor box histidine kinase,0,1,0,1,0,1,2259
HVO_0300 [D4GZS9] conserved hypothetical protein,-0.148587541,0.822423301,-0.910678324,0.015267704,-0.987916318,0.000483779,2260
HVO_0298 [D4GZS7] TRAM domain protein,0.294996661,0.72948216,1.330087473,0.000244843,1.365438122,0.000241787,2261
HVO_0297 [D4GZS6] (tfx) Tfx-type DNA-binding protein,-0.053400097,0.855792308,1.111809194,0.000244843,0.850097653,0.000241787,2262
HVO_0296 [D4GZS5] probable oxidoreductase (short-chain dehydrogenase family),-0.079277635,0.815072252,-1.798827899,0.000244843,-1.463956751,0.000241787,2263
HVO_0294 [D4GZS3] (manC) mannose-1-phosphate guanylyltransferase,0.20688986,0.769856445,0.083812365,0.564246365,0.189978722,0.448337325,2264
HVO_0292 [D4GZS1] (rpa3) replication protein A,-0.759074279,0.000825727,0.500149145,0.000244843,0.34422351,0.028602031,2265
HVO_0291 [D4GZS0] (rpap3) rpa-associated protein,-0.883881521,0.000825727,0.833559119,0.000244843,0.740494866,0.000241787,2266
HVO_0290 [D4GZR9] CopG domain protein,0.292251989,0.71285296,0.349879377,0.381134281,-0.036316963,0.508713584,2267
HVO_0289 [D4GZR8] conserved hypothetical protein,0.629707162,0.675132373,0.262378909,0.050370196,0.578632654,0.354348859,2268
HVO_0286 [D4GZR6] ADP-ribose pyrophosphatase,-0.498759883,0.693361599,1.709779707,0.000244843,1.337274432,0.000241787,2269
HVO_0285 [D4GZR5] M50 family metalloprotease,1.169126704,0.028433634,0.089032224,0.482888992,-0.083167659,0.48855417,2270
HVO_0284 [D4GZR4] cupin 2 barrel domain protein,0.023043072,0.921853994,0.478098311,0.268955641,0.303190144,0.481778864,2271
HVO_0283 [D4GZR3] (ashA) archaea-specific helicase AshA,0.42921945,0.696476604,-1.345238124,0.01081783,-1.346892039,0.057829778,2272
HVO_0275 [D4GSU1] ISH5-type transposase ISHvo11_NumberOfIdenticalSequences_2<|>HVO_0276 [D4GQA9] ISH5-type transposase ISHvo11_NumberOfIdenticalSequences_3<|>HVO_0924 [D4GQ39] ISH5-type transposase ISHvo11_NumberOfIdenticalSequences_4<|>HVO_2051 [D4GU64] ISH5-type transposase ISHvo11<|>HVO_A0144 [D4GQH3] ISH5-type transposase ISHvo11<|>HVO_A0431 [D4GR97] ISH5-type transposase ISHvo11<|>HVO_B0157 [D4GPF9] ISH5-type transposase ISHvo11<|>HVO_C0053 [D4H0E0] ISH5-type transposase ISHvo11,0,1,0,1,0,1,2273
HVO_0266 [D4GZL2] UPF0395 family protein,-0.553864859,0.746056043,1.662416941,0.003432894,1.301689942,0.011903771,2274
HVO_0265 [D4GZL1] conserved hypothetical protein<|>HVO_C0007 [D4H098] conserved hypothetical protein,-0.958159529,0.695346163,1.944372861,0.317472622,0.705595418,0.377858919,2275
