"Protein.ID","H26_Exponential_vs_H26_Stationary_PEP","H26_Exponential_vs_HVABI_Exponential_PEP","H26_Exponential_vs_HVLON3_Exponential_PEP","H26_Stationary_vs_HVABI_Stationary_PEP","H26_Stationary_vs_HVLON3_Stationary_PEP"
"1636","HVO_0741 [D4GTB4] (polX) DNA-directed DNA polymerase X",0.584594427613312,0.452541915898583,0.912306980037583,0.286185987600423,0.000549208008736257
"1637","HVO_0739 [D4GTB2] conserved hypothetical protein",0.710827915302571,0.540619654292931,0.895269211833684,0.44733476033914,0.367175511371524
"1638","HVO_0738 [D4GTB1] conserved hypothetical protein",0.69773593317643,0.660824844665659,0.906091642381642,0.00524897890957154,0.150443359431747
"1639","HVO_0735 [D4GTA7] conserved hypothetical protein",0.637957391559285,0.671333673711772,0.903293181883208,0.393486871627673,0.536666875486764
"1640","HVO_0734 [D4GTA5] (nreA) DNA repair protein NreA",0.740084823999342,0.629542816830895,1,0.487111364712291,0.545179926091161
"1641","HVO_0733 [D4GTA4] (tfb4) transcription initiation factor TFB<|>HVO_1478 [D4GYB5] (tfb5) transcription initiation factor TFB",0.674123035078597,0.75665755271733,0.878947776829363,0.0655434489136607,0.0223319684696569
"1642","HVO_0733 [D4GTA4] (tfb4) transcription initiation factor TFB",0.784043525446964,0.274331724256358,0.924496133471351,0.442251679248648,0.557312507104287
"1643","HVO_0732 [D4GTA2] (rnhA2) ribonuclease H, type 1",0.777642560112583,0.615487073923836,0.231082447821575,0.000375005859466593,0.539398938631064
"1644","HVO_0729 [D4GT97] (ipp) inorganic pyrophosphatase",0.807408269484772,0.0333916561133759,0.933226129783598,0.0243184311494161,0.00054939103850582
"1645","HVO_0727 [D4GT94] rhomboid family protease",0.583053691275168,0.643542683953528,0.884540080456803,0.000375005859466593,0.541783394334509
"1646","HVO_0725 [D4GT91] probable oxidoreductase (short-chain dehydrogenase family)",0.00108645526383677,0.0057971542070322,0.944401647854774,0.000375005859466593,0.000549208008736257
"1647","HVO_0724 [D4GT90] (arsA1) ArsA family ATPase",0.782909559060187,0.0229495793778034,0.587411673343227,0.000375005859466593,0.0585177022406826
"1648","HVO_0722 [D4GT87] DUF457 family protein",0.687158311038734,0.000830636806338436,0.902818493170332,0.000375005859466593,0.482221780002645
"1649","HVO_0721 [D4GT85] PHP domain protein",0.100193966082147,0.00909177607527745,0.916496024253384,0.000375005859466593,0.00329278788395049
"1650","HVO_0719 [D4GT82] (spt5) transcription elongation factor Spt5",0.713890644753477,0.594883130320275,0.510543436832449,0.49381640153749,0.584404955642103
"1651","HVO_0718 [D4GT81] (secE) protein translocase subunit SecE",0.685665367656956,0.580575983129753,0.914321641190235,0.0651737481694129,0.490844625021804
"1652","HVO_0717 [Q48327] (ftsZ1) cell division protein FtsZ, type I",0.808249579453971,0.642600129770542,0.959234769211016,0.051473210851336,0.713185807126907
"1653","HVO_0716 [D4GT74] (dtdA) D-aminoacyl-tRNA deacylase",0.761081603518448,0.000830360157312193,0.906778233279048,1,1
"1654","HVO_0715 [D4GT72] sodium/calcium antiporter",0.724814768694353,0.641340694139385,0.891596774046456,0.100158816642129,0.555300659371477
"1655","HVO_0714 [D4GT70] homolog to sodium/calcium antiporter",1,1,1,1,1
"1656","HVO_0712 [D4GT66] (aroE) shikimate dehydrogenase (nonfunctional)",0.351900399386724,0.643228691495125,0.888060740506975,0.234547858312269,0.559988640824159
"1657","HVO_0711 [D4GT64] conserved hypothetical protein",0.748988874232349,0.671333673711772,0.922613488243203,0.455793112657458,0.286672337938197
"1658","HVO_0710 [D4GT63] (pabB) aminodeoxychorismate synthase component 1",1,1,0.90305613805906,1,1
"1659","HVO_0708 [D4GT60] (pabC) aminodeoxychorismate lyase",1,0.794987967485898,0.946322566997633,1,1
"1660","HVO_0705 [D4GT56] GtrA family protein",1,1,1,1,1
"1661","HVO_0704 [D4GT55] probable glycosyltransferase, type 2",0.676582185955026,0.310514401686051,0.812372212044055,0.000375005859466593,0.00384075665891859
"1662","HVO_0703 [D4GT52] conserved hypothetical protein",0.710827915302571,0.650711863273206,0.899303658205174,0.513201218602365,0.617090255653019
"1663","HVO_0702 [D4GT53] DUF2298 family protein",0.660629582081908,0.00248943358546816,0.93059289310328,0.00974321780697973,0.355448062768591
"1664","HVO_0701 [D4GT50] (rpl42e) 50S ribosomal protein L42e",1,1,1,1,1
"1665","HVO_0699 [D4GT46] (tif2a) translation initiation factor aIF-2 alpha subunit",0.74085698503061,0.74226929632335,0.932386224962001,0.170033054315348,0.349332372663706
"1666","HVO_0697 [D4GT44] PAC2 family protein",0.738794102070624,0.707142180244496,0.926063496930203,0.499507356441453,0.619293386575902
"1667","HVO_0694 [D4GT40] (gptA2) probable phosphoribosyltransferase",0.688051251002274,0.737630955112029,0.93577404571488,0.208855758991446,0.552948342350926
"1668","HVO_0692 [D4GT36] probable 6-oxopurine nucleoside phosphorylase",0.78697365559067,0.74226929632335,0.925329617484683,0.0149808058425143,0.310214528291249
"1669","HVO_0689 [D4GT30] (smc) chromosome segregation protein Smc",0.630793649675776,0.644170092944205,0.916086003849168,0.000375005859466593,0.343182375184553
"1670","HVO_0687 [D4GT26] M20 family amidohydrolase",0.775326208686744,0.669249458270405,0.929462204687588,0.578714306969657,0.631786586511366
"1671","HVO_0685 [D4GT24] DUF3100 family protein",0.765179013424721,0.000830360157312193,0.87588070902817,0.000375005859466593,0.463655338918654
"1672","HVO_0684 [D4GT23] (gatB) aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B",0.802313118593664,0.0670067848314311,0.962081512971184,0.000375005859466593,0.0936787820157815
"1673","HVO_0681 [D4GT20] (topA) DNA topoisomerase 1",0.760110285956152,0.648540565900738,0.946951697084976,0.078832266071293,0.0217919558328959
"1674","HVO_0680 [D4GT16] (pcrB1) (S)-3-O-geranylgeranylglyceryl phosphate synthase 1",1,1,1,1,1
"1675","HVO_0677 [D4GT09] (aspS) aspartate--tRNA(Asp/Asn) ligase",0.866605184714346,0.621089157179318,0.761719319226769,0.524190996501567,0.163022978745268
"1676","HVO_0675 [D4GT07] pantoate kinase",0.624201266613654,0.687124642276532,0.914426414789699,0.000375005859466593,0.447366167577113
"1677","HVO_0670 [D4GT00] YqjG-type gamma-glutamylcysteinyl-hydroquinone reductase",0.56169824947553,0.688848414292957,0.906892168334919,0.159911692391068,0.475706917058651
"1678","HVO_0669 [D4GSZ9] (oadhA3) 2-oxoacid dehydrogenase E1 component alpha subunit",0.579177512687504,0.693415709277706,0.914216742822657,0.51919918503282,0.603764706234131
"1679","HVO_0668 [D4GSZ8] (oadhB3) 2-oxoacid dehydrogenase E1 component beta subunit",0.00108645526383677,0.765760732526118,0.938475264640006,0.000375005859466593,0.00548324455466365
"1680","HVO_0666 [D4GSS6] (dsa2) dihydrolipoamide S-acyltransferase",1,1,1,1,1
"1681","HVO_0663 [D4GSS3] probable S-adenosylmethionine-dependent methyltransferase",1,1,1,1,1
"1682","HVO_0662 [D4GSS2] (thiR) transcription regulator ThiR",0.725352375560332,0.34852043212776,0.902101929167866,0.353171713228173,0.497264527576519
"1683","HVO_0661 [D4GSS1] (dcd) dCTP deaminase",0.0849550666709866,0.676065140773309,0.925237421701354,0.552697296286382,0.682532169542795
"1684","HVO_0660 [D4GSS0] Yip1 domain protein",1,1,1,1,1
"1685","HVO_0658 [D4GSR8] (truD) tRNA pseudouridine(13) synthase TruD",0.746720910720645,0.615818264613824,0.963568007356236,0.000375005859466593,0.239419196393089
"1686","HVO_0657 [D4GSR7] conserved hypothetical protein",1,1,1,1,1
"1687","HVO_0656 [D4GSR6] DUF2103 family protein",0.700334174672264,0.662642041542504,1,0.000375005859466593,1
"1688","HVO_0655 [D4GSR5] GalE family epimerase/dehydratase",0.672578024411383,0.686836757733123,0.931877962157117,0.34277338244414,0.170220434209106
"1689","HVO_0654 [D4GSR4] (rpl43e) 50S ribosomal protein L43e",0.728561164669704,0.683078849168553,0.913373037357878,0.510199042197418,0.522547224808665
"1690","HVO_0650 [D4GSR0] DUF3194 family protein",1,1,1,1,1
"1691","HVO_0648 [D4GSQ8] DUF2070 family protein",0.468960863697706,0.639762049618063,0.91751269035533,0.000375005859466593,0.559654518862392
"1692","HVO_0647 [D4GSQ7] (guaAa1) GMP synthase (glutamine-hydrolyzing) subunit A",0.713890644753477,0.618460317734118,0.896675119084295,0.475688429703438,0.53973992317158
"1693","HVO_0645 [D4GSQ4] DUF192 family protein",0.689534798265599,1,0.914006570890631,0.0276752120636499,0.540421544004209
"1694","HVO_0644 [D4GSQ2] (leuA1) 2-isopropylmalate synthase / (R)-citramalate synthase",0.705192786517177,0.000830360157312193,0.118184655164727,0.000375005859466593,0.000549208008736257
"1695","HVO_0639 [D4GSP6] (moxR1) AAA-type ATPase (MoxR subfamily)<|>decoy_HVO_1792 [D4GSB6] Lrp/AsnC family transcription regulator",0.706326751217082,0.674886483280599,0.916700312373829,0.414356671459977,0.548564941936878
"1696","HVO_0639 [D4GSP6] (moxR1) AAA-type ATPase (MoxR subfamily)<|>HVO_1257 [D4GX65] (moxR2) AAA-type ATPase (MoxR subfamily)",1,1,1,0.166782295948833,0.512789719858393
"1697","HVO_0639 [D4GSP6] (moxR1) AAA-type ATPase (MoxR subfamily)",0.492163969101176,0.113835667147471,0.536584746408405,0.457144891610555,0.66232062142285
"1698","HVO_0637 [D4GSP3] DUF11/DUF58 family protein",0.681755930626072,0.675770738310492,0.904118134661893,0.000375005859466593,0.493346038398056
"1699","HVO_0636 [D4GSP1] conserved hypothetical protein",1,1,1,1,1
"1700","HVO_0635 [D4GSP0] DUF4129 domain protein",0.723467215607383,0.660521340748203,0.904935848714138,0.406499667032899,0.000549208008736257
"1701","HVO_0633 [D4GSN7] (cirC) KaiC-type circadian clock protein CirC",1,0.601726696029066,0.878341396350242,0.000375005859466593,0.573591328495924
"1702","HVO_0630 [D4GSM7] (dppC2) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)",0.640653262835676,0.387896463725848,0.915880268158333,0.000375005859466593,0.00329278788395049
"1703","HVO_0629 [D4GSM5] (dppB2) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)",0.647644654245277,0.531038541663423,0.916496024253384,0.000375005859466593,0.331194020496987
"1704","HVO_0628 [D4GSM4] (dppA2) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide)",0.21945931889465,0.392775577765206,0.784170977785061,0.000375005859466593,0.000549208008736257
"1705","HVO_0627 [D4GSM3] (dppDF2) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)<|>HVO_2444 [D4GT12] (dppF5) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide) (nonfunctional)",1,1,1,0.482747400647804,1
"1706","HVO_0627 [D4GSM3] (dppDF2) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)",0.509307993781175,0.000830360157312193,0.00400059759964144,0.000375005859466593,0.000549208008736257
"1707","HVO_0626 [D4GSM2] conserved hypothetical protein",1,1,1,1,1
"1708","HVO_0623 [D4GSL9] MoaD family protein",1,1,1,1,1
"1709","HVO_0621 [D4GSL7] sensor box histidine kinase",0.701196228022928,0.675476161344264,0.912948148791369,0.0358700830429787,0.000549208008736257
"1710","HVO_0611 [D4GSK7] DUF112 family protein",0.69975835682642,0.143563674609038,1,0.427986748963414,0.482582512458083
"1711","HVO_0610 [D4GSK6] DUF1468 family protein",0.687753839202841,0.658391689621984,0.910135898778841,0.00337504878000194,0.555971728336196
"1712","HVO_0602 [D4GSJ7] (aroD1) 3-dehydroquinate dehydratase",0.0308662772712097,0.723700175664174,0.950680177619742,0.185891160908975,0.209272092181114
"1713","HVO_0601 [D4GSJ6] (hom2) homoserine dehydrogenase",0.775558570533858,0.691137390913397,0.941384795598846,0.514868174062691,0.41285370981907
"1714","HVO_0600 [D4GSJ5] ACT domain protein",0.727761664633362,0.699626732034987,0.911769124656842,0.492811321660579,0.508227324852655
"1715","HVO_0598 [D4GSJ3] conserved hypothetical protein",0.655486894102987,0.59142835237292,0.909805665176315,0.000375005859466593,0.632717034608677
"1716","HVO_0595 [D4GSJ0] (minD2) MinD/ParA domain protein",0.70205627948956,0.708245687841818,0.900041625065858,0.434785518750795,0.52739087143184
"1717","HVO_0593 [D4GSI8] (cobD2) L-threonine-O-3-phosphate decarboxylase",1,1,1,1,1
"1718","HVO_0591 [D4GSI6] (cobD1) L-threonine-O-3-phosphate decarboxylase",1,1,1,0.471649458772324,1
"1719","HVO_0590 [D4GSI5] (cobT) probable nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase",0.751491540816739,0.714542077753137,0.878189257681313,0.483754867661352,0.565319315113765
"1720","HVO_0588 [D4GSI3] (cobS) adenosylcobinamide-GDP ribazoletransferase",0.708584240259399,0.126716880815241,0.886526591433381,0.359052984249041,0.579831900976485
"1721","HVO_0585 [D4GSI0] probable oxidoreductase (aldo-keto reductase family protein)",0.00108645526383677,0.00414493611788014,0.911553072259007,0.237393239618801,0.13132248509157
"1722","HVO_0583 [D4GSH9] CopG/DZR domain protein",0.727761664633362,0.648229624973811,0.911336496888015,0.000375005859466593,0.555971728336196
"1723","HVO_0581 [D4GSH7] (ftsZ2) cell division protein FtsZ, type II",0.84336770223779,0.778961932996032,0.74523234092852,0.184811741791726,0.000549208008736257
"1724","HVO_0573 [D4GSG8] (apn1) endonuclease 4",0.5709225623855,0.773249129069348,0.945758692545581,0.231344587626217,0.351374733759656
"1725","HVO_0572 [D4GSG7] (lpl) lipoate--protein ligase domain protein",0.00108645526383677,0.794531564133494,0.951923586034543,0.216007596877348,0.409765181540339
"1726","HVO_0571 [D4GSG6] conserved hypothetical protein",0.674739303187645,0.630831297232797,0.924216432987962,0.389369349499737,0.397320939296599
"1727","HVO_0570 [D4GSG5] histidine kinase",0.46846540364875,0.000830360157312193,0.928934937688435,0.000375005859466593,0.0158365034107256
"1728","HVO_0569 [D4GSG4] (rio2) RIO-type serine/threonine protein kinase Rio2",0.745200669048058,0.0538835101611556,0.91463558857364,0.457482769298664,0.571612365881887
"1729","HVO_0568 [D4GSG3] TrmB family transcription regulator",0.71857380392748,0.662037037037037,0.896421007670541,0.391428604530266,0.484744256532934
"1730","HVO_0567 [D4GSG2] (amyA1) glycoside hydrolase domain protein",0.790544333202784,0.789017341040462,0.945617034091211,0.347629057437828,0.524971956044503
"1731","HVO_0566 [D4GSG1] glycoside transferase domain protein",0.685366069947663,0.672520759759473,0.896801925416744,0.377681542319416,0.556642344094148
"1732","HVO_0565 [D4GSG0] (malK) ABC-type transport system ATP-binding protein (probable substrate maltose)",0.711665757871644,0.576316190783749,0.869141298978977,0.417427229123329,0.535298046508892
"1733","HVO_0564 [D4GSF9] (malE) ABC-type transport system periplasmic substrate-binding protein (probable substrate maltose)",0.601184740714786,0.689708034283325,0.920784991168071,0.000375005859466593,0.25686989935311
"1734","HVO_0563 [D4GSF8] (malF) ABC-type transport system permease protein (probable substrate maltose)",1,1,1,1,1
"1735","HVO_0562 [D4GSF7] (malG) ABC-type transport system permease protein (probable substrate maltose)",1,1,1,1,1
"1736","HVO_0561 [D4GSF6] (rpl15e) 50S ribosomal protein L15e",0.19959793222286,0.71099341915524,0.911984655973503,0.227069904667662,0.503290976410803
"1737","HVO_0558 [D4GSF3] (ubaA) SAMP-activating enzyme E1",0.819595399615824,0.609154664052485,0.903411479108229,0.000375005859466593,0.546196637347564
"1738","HVO_0555 [D4GSF2] (htr15a) transducer protein Htr15",1,1,1,1,1
"1739","HVO_0552 [D4GSE9] (mutS1b) DNA mismatch repair protein MutS",0.536260161003371,0.688561539080737,0.944832929264595,0.234547858312269,0.542803566526954
"1740","HVO_0551 [D4GSE8] (mutLb) DNA mismatch repair protein MutL",0.732795111364231,0.30886030725259,0.942724472188847,0.0116144879809953,0.000549208008736257
"1741","HVO_0549 [D4GSE6] (kdgK1) 2-keto-3-deoxygluconate kinase / 2-keto-3-deoxygalactonate kinase<|>HVO_A0328 [D4GR05] (kdgK2) 2-keto-3-deoxygalactonate kinase",0.757914655493676,0.430510841054351,0.909141556789299,0.434445837248658,0.603445182128118
"1742","HVO_0549 [D4GSE6] (kdgK1) 2-keto-3-deoxygluconate kinase / 2-keto-3-deoxygalactonate kinase",0.764939355020734,0.759876785883126,0.940705806939023,0.0736691075759655,0.636738523895707
"1743","HVO_0548 [D4GSE5] (nhaC1) probable NhaC-type sodium/proton antiporter",1,1,1,1,1
"1744","HVO_0545 [D4GS77] conserved hypothetical protein",0.620688364332545,0.712907505239774,0.896928565934359,0.471649458772324,0.430440541675167
"1745","HVO_0544 [D4GS76] major facilitator superfamily transport protein",0.688051251002274,0.629542816830895,0.898684303102793,0.453088266723659,0.561991009658908
"1746","HVO_0542 [D4GS74] conserved hypothetical protein",1,1,1,1,1
"1747","HVO_0541 [D4GS73] (citB2) aconitate hydratase",0.00108645526383677,0.7834331917864,0.945261671849716,0.000375005859466593,0.00821600545290635
"1748","HVO_0536 [D4GS68] (dpsA1) ferritin DpsA",0.782909559060187,0.74226929632335,0.92795925971929,0.496830212025482,0.389469253672611
"1749","HVO_0535 [D4GS67] DUF4013 family protein",0.713057902755519,0.594193946880791,0.885821537499022,0.320506202045217,0.589281061109278
"1750","HVO_0534 [D4GS66] (tsgD1) ABC-type transport system ATP-binding protein (probable substrate sugar)<|>HVO_B0037 [D4GP38] (tsgE7) ABC-type transport system ATP-binding protein (probable substrate sugar)<|>HVO_B0038 [D4GP39] (tsgD7) ABC-type transport system ATP-binding protein (probable substrate sugar)",0.739827058857595,0.516952545482631,0.872080757367374,0.00487425553362753,0.180698269761952
"1751","HVO_0534 [D4GS66] (tsgD1) ABC-type transport system ATP-binding protein (probable substrate sugar)",0.754718106909946,0.733991156239764,0.878341396350242,0.468954677417742,0.612035518378293
"1752","HVO_0532 [D4GS65] (tsgC1) ABC-type transport system permease protein (probable substrate sugar)",0.723467215607383,0.66954773594453,0.906892168334919,0.419813917659794,0.578521386870462
"1753","HVO_0531 [D4GS64] (tsgB1) ABC-type transport system permease protein (probable substrate sugar)",1,1,1,0.467606645911312,0.537008790987006
"1754","HVO_0530 [D4GS63] (tsgA1) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar)",0.700621748651993,0.000830360157312193,0.923842029520765,0.000375005859466593,0.000549208008736257
"1755","HVO_0522 [D4GS57] (hda1) HdaI-type histone deacetylase",0.669469273602511,0.623378630108764,0.912306980037583,0.277034872491701,0.508227324852655
"1756","HVO_0521 [D4GS58] (cca) tRNA adenylyltransferase, CCA-adding",0.300482645332488,0.74201282210659,0.945617034091211,0.000375005859466593,0.00493598484125735
"1757","HVO_0520 [D4GS56] (hstA) archaeal histone",1,1,1,1,1
"1758","HVO_0519 [D4GS55] (rpa2) replication protein A",0.883250306802031,0.105857397016559,0.972190629797252,0.0321470040129241,0.000549208008736257
"1759","HVO_0518 [D4GS54] conserved hypothetical protein",0.814488989609962,0.731111310753751,0.933476363950525,0.126855905206339,0.598639646982771
"1760","HVO_0511 [D4GS48] (azf) glucose-6-phosphate 1-dehydrogenase (NAD)",0.0329463469237332,0.587253189662828,0.884969011996268,0.0902436788225613,0.295290382509116
"1761","HVO_0508 [D4GS45] conserved hypothetical protein",0.653540888392238,0.648540565900738,0.90836056720689,0.442590739906241,0.473889912501097
"1762","HVO_0507 [D4GS44] (cre1) creatininase domain protein",0.677500311112955,0.63912923390847,0.883097287907797,0.422880561040609,0.556977482164033
"1763","HVO_0506 [D4GS43] ABC-type transport system ATP-binding/permease protein",0.0182557316662392,0.697940667628698,0.620924507854944,0.000375005859466593,0.00384075665891859
"1764","HVO_0504 [D4GS41] DUF192 family protein",1,1,1,0.331306200437391,0.00054939103850582
"1765","HVO_0500 [D4GS38] conserved hypothetical protein",0.677805863503374,0.644796735206404,0.893450102544489,0.427986748963414,1
"1766","HVO_0494 [D4GS34] conserved hypothetical protein",0.716102015351458,0.00331759601888482,0.904702949210875,0.000375005859466593,0.000549208008736257
"1767","HVO_0493 [D4GS33] HTH domain protein",0.738276483013635,0.00744609761752157,0.913373037357878,0.346589015739941,0.517680230690287
"1768","HVO_0488 [D4GS28] HTH domain protein",1,1,1,1,1
"1769","HVO_0484 [D4GS24] (rpl16) 50S ribosomal protein L16",0.262452156325606,0.746861702933115,0.942354760486973,0.0284208213679702,0.0926588496463449
"1770","HVO_0482 [D4GS22] (hsp20C) Hsp20-type molecular chaperone",0.711944612137605,0.623052174809082,0.900286349695481,0.0596245516513205,0.50576214243559
"1771","HVO_0481 [D4GS21] (gap2) glyceraldehyde-3-phosphate dehydrogenase (NAD) (phosphorylating)<|>decoy_sp|GFP_AEQVI|",1,1,0.899303658205174,1,1
"1772","HVO_0481 [D4GS21] (gap2) glyceraldehyde-3-phosphate dehydrogenase (NAD) (phosphorylating)",0.710827915302571,0.399544267215028,0.933393041085497,0.563584751774478,0.71744214562137
"1773","HVO_0480 [D4GS20] (pgk) phosphoglycerate kinase",0.79429576336232,0.000830360157312193,0.726557719905219,0.000375005859466593,0.00548324455466365
"1774","HVO_0478 [D4GS18] (gap1) glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) (phosphorylating)",0.00108645526383677,0.777777777777778,0.938162379630837,0.101625843501455,0.445498954317015
"1775","HVO_0477 [D4GS17] (pepB3) aminopeptidase (homolog to leucyl aminopeptidase / aminopeptidase T)",0.751989906326517,0.713997841138081,0.901379872475966,0.508530245406982,0.639820467787349
"1776","HVO_0476 [D4GS16] UCP015877 family protein",0.725620876822827,0.575246031175921,0.916291255311671,0.442929773609213,0.000549208008736257
"1777","HVO_0475 [D4GS15] probable S-adenosylmethionine-dependent methyltransferase",0.700621748651993,0.686548704450067,0.918217316548486,0.49214113600806,0.00054939103850582
"1778","HVO_0471 [D4GS11] conserved hypothetical protein",1,1,1,1,1
"1779","HVO_0470 [D4GS10] (thrC1) threonine synthase",0.307930881701374,0.0761426629013701,0.87012987012987,0.00262525739828401,0.211583573758999
"1780","HVO_0469 [D4GS09] AstE domain protein",0.734631699667003,0.19391708640062,0.895397863826387,0.036242220396446,0.233996000585714
"1781","HVO_0467 [D4GS07] (pchB) PhoU/TrkA-C domain protein",0.00108645526383677,0.747876068268334,0.92299342576853,0.000375005859466593,0.000549208008736257
"1782","HVO_0466 [D4GS06] (citZ) citrate synthase",0.00108645526383677,0.654719872093798,0.9454040257324,0.00824563883008744,0.0532615941476029
"1783","HVO_0464 [D4GS04] (ilvA1) threonine ammonia-lyase",0.723467215607383,0.659609732381605,0.90481947199496,0.277034872491701,0.57655233003479
"1784","HVO_0463A [L9UM07] conserved hypothetical protein",1,1,1,1,1
"1785","HVO_0463 [-] spurious ORF",1,1,1,1,1
"1786","HVO_0462 [D4GS02] (cydA) cytochrome bd ubiquinol oxidase subunit I",0.642663331054847,0.5177442372577,0.90113795538474,0.0321470040129241,0.465490364258923
"1787","HVO_0461 [D4GS01] (cydB) cytochrome bd ubiquinol oxidase subunit II",0.017194670889051,0.654719872093798,0.893450102544489,0.450381702055638,0.53973992317158
"1788","HVO_0459 [D4GRZ9] (ridA1) enamine/imine deaminase",0.75545842093578,0.636590175791514,0.948738725661186,0.256551196358236,0.563323675965746
"1789","HVO_0455 [O30560] (ths2) thermosome subunit 2",0.268245427656469,0.00414493611788014,0.94653288887422,0.000375005859466593,0.000549208008736257
"1790","HVO_0454 [D4GRZ5] (ala) alanine dehydrogenase",0.701483133932073,0.627280268885715,0.91046492751071,0.478042724032583,0.503290976410803
"1791","HVO_0453 [D4GRZ4] conserved hypothetical protein",0.696865801985962,0.504135840444216,0.911336496888015,0.174724358912954,0.477158223465605
"1792","HVO_0452 [D4GRZ3] (leuS) leucine--tRNA ligase",0.831712996382719,0.00166044759098238,0.948398530139949,0.000375005859466593,0.000549208008736257
"1793","HVO_0450 [D4GRZ1] (hsp20A) Hsp20-type molecular chaperone<|>HVO_0451 [D4GRZ2] (hsp20B) Hsp20-type molecular chaperone",0.0412056588800817,0.65808671980258,1,0.000375005859466593,1
"1794","HVO_0450 [D4GRZ1] (hsp20A) Hsp20-type molecular chaperone",0.752487552882479,0.614824067690018,0.905284105223528,0.000375005859466593,0.513839674725013
"1795","HVO_0449 [D4GRZ0] (pheA) prephenate dehydratase<|>HVO_1740 [D4H079] conserved hypothetical protein",0.716102015351458,0.000830360157312193,0.932132501367516,0.400683036750931,0.000549208008736257
"1796","HVO_0449 [D4GRZ0] (pheA) prephenate dehydratase",0.594100175012744,0.71071935295213,0.941609759316611,0.000375005859466593,0.132804170122024
"1797","HVO_0448 [D4GRY9] (hisH) imidazole glycerol-phosphate synthase subunit HisH",0.722926775216035,0.580575983129753,0.907346498901314,0.296019516973055,0.551938500339435
"1798","HVO_0447 [D4GRY8] (phnD1) ABC-type transport system periplasmic substrate-binding protein (probable substrate phosphate/phosphonate)",0.45743616921249,0.660217654171705,0.887922226694325,0.421517879986727,0.170698716374626
"1799","HVO_0446 [D4GRY7] (phnC1) ABC-type transport system ATP-binding protein (probable substrate phosphate/phosphonate)",0.565330935867797,0.00826934435912585,0.899427049568097,0.000375005859466593,0.215272430979186
"1800","HVO_0445 [D4GRY6] (phnE1) ABC-type transport system permease protein (probable substrate phosphate/phosphonate)",0.722926775216035,0.000830360157312193,0.908807668597515,0.000375005859466593,0.539057837928657
"1801","HVO_0441 [D4GRY2] beta-lactamase domain protein",1,1,1,0.414015362313763,0.00548324455466365
"1802","HVO_0440 [D4GRY1] conserved hypothetical protein",1,1,1,1,1
"1803","HVO_0437 [D4GRX8] (secG) protein translocase subunit SecG",0.70462449207566,0.636271913586353,0.900530446219373,0.505524751861866,0.518028651004784
"1804","HVO_0434 [D4GRX5] major facilitator superfamily transport protein",1,1,1,1,1
"1805","HVO_0433 [D4GRX4] (npdG) F420H2:NADP oxidoreductase",0.673196774241992,0.665956623304611,0.881928417509276,0.466595341752044,0.357073155933523
"1806","HVO_0432 [D4GRX3] conserved hypothetical protein",0.72400684413846,0.621744314013206,0.901981969522789,0.40102541014726,0.515587186998961
"1807","HVO_0431 [D4GRX2] HAD superfamily hydrolase",0.00108645526383677,0.000830360157312193,0.9405540799747,0.000375005859466593,0.000549208008736257
"1808","HVO_0429 [D4GRX0] (amzA) archaemetzincin",0.754223676471905,0.1302572306656,0.86054488711446,0.000375005859466593,0.558651476713851
"1809","HVO_0425 [D4GRW6] glyoxalase domain protein (homolog to catechol-2,3-dioxygenase)",0.0693660303831107,0.739955910509012,0.89705504096216,0.485769084485099,0.57523742989745
"1810","HVO_0424 [D4GRW5] ABCE1 family ribosome recycling factor",0.613212129061503,0.0115541931563625,0.960730647944309,0.0418205636441145,0.0131201647920788
"1811","HVO_0423 [D4GRW4] conserved hypothetical protein",0.665390138822403,0.632437415786114,0.911119396642715,0.22100694153287,0.00054939103850582
"1812","HVO_0421 [D4GRW2] arNOG04375 family protein (homolog to PilT-type ATPase)",0.733583387275078,0.00414493611788014,0.93593559543045,0.000375005859466593,0.165426979443648
"1813","HVO_0420 [D4GRW1] (mpcT) transducer protein MpcT",0.00108645526383677,0.000830360157312193,0.876501216672336,0.000375005859466593,0.0158365034107256
"1814","HVO_0419 [D4GRW0] M20 family amidohydrolase (homolog to succinyl-diaminopimelate desuccinylase)",1,1,1,1,1
"1815","HVO_0418 [D4GRV9] homing endonuclease domain protein",0.710268284664751,0.650092435357988,0.913901296878585,0.0421922055656528,1
"1816","HVO_0417 [D4GRV8] (cxp) metal-dependent carboxypeptidase",0.228768926925609,0.744315996193793,0.959118271883571,0.000375130856193229,0.11590433696802
"1817","HVO_0415 [D4GRV6] (uvrD) repair helicase UvrD",0.841487700676938,0.0365780129965835,0.933808773450709,0.000375005859466593,0.0142074009513197
