Protein_ID,H26_Exponential_vs_H26_Stationary,H26_Exponential_vs_H26_Stationary_PEP,H26_Exponential_vs_HVABI_Exponential,H26_Exponential_vs_HVABI_Exponential_PEP,H26_Exponential_vs_HVLON3_Exponential,H26_Exponential_vs_HVLON3_Exponential_PEP,H26_Stationary_vs_HVABI_Stationary,H26_Stationary_vs_HVABI_Stationary_PEP,H26_Stationary_vs_HVLON3_Stationary,H26_Stationary_vs_HVLON3_Stationary_PEP,Row_Number
HVO_0850 [D4GUJ7] (panA) proteasome-activating nucleotidase<|>HVO_1957 [Q5UT56] (panB) proteasome-activating nucleotidase,-2.234242525,0.682360011,-2.02987768,0.593849024,-1.065335863,0.905168165,-0.970141825,0.046649497,2.106991509,0.541102701,1572
HVO_0850 [D4GUJ7] (panA) proteasome-activating nucleotidase,-0.069961895,0.825614435,-0.968928794,0.00083036,-0.189642094,0.905861637,-1.058797773,0.05184405,-1.124689162,0.034153971,1573
HVO_0848 [D4GUJ5] (nthA) endonuclease 3,1.148727775,0.706326751,-1.006665752,0.62630759,-0.468847544,0.90198197,-1.574708309,0.000375006,-2.516593372,0.40666768,1574
HVO_0845 [D4GUI8] conserved hypothetical protein,-1.02045235,0.688348428,1.48196277,0.001660448,0.019188835,0.905284105,2.681865248,0.000375006,1.81247817,0.035757472,1575
HVO_0844 [D4GUI7] (hcpB) halocyanin,-2.719591513,0.715274327,-1.90905115,0.002489434,7.897484482,1,1.083527911,0.010866074,2.317625511,0.514888544,1576
HVO_0843 [D4GUI5] conserved hypothetical protein,-1.139366204,0.493577472,1.638243064,0.00083036,-0.032512196,0.931366421,2.724387916,0.000375006,1.575786021,0.012576196,1577
HVO_0842 [D4GUI3] (petB) cytochrome bc1 complex cytochrome b subunit,-0.26496469,0.758892235,0.334356092,0.685972091,-0.044199341,0.930073016,0.803920433,0.47568843,-0.640436921,0.60663569,1578
HVO_0841 [D4GUI1] (petD) cytochrome bc1 complex cytochrome b/c subunit,-1.041497693,0.527596678,2.652387701,0.00083036,0.222024171,0.916291255,3.641901214,0.000375006,1.226225644,0.0647958,1579
HVO_0838 [D4GUH7] conserved hypothetical protein,-0.778803785,0.699181644,2.120680411,0.558202449,0.328358204,0.912948149,3.382059924,0.321552543,-0.265740719,0.559320284,1580
HVO_0837 [D4GUH6] (nadK2) probable NAD kinase (polyphosphate/ATP),-0.120453259,0.809507369,-2.707754532,0.085923051,-0.191852943,0.954532797,-4.429242742,0.196670784,-1.665771122,0.000549208,1581
HVO_0836 [D4GUH5] (ywaD1) probable M28 family peptidase (homolog to aminopeptidase YwaD),0.583950497,0.449256626,-0.066198008,0.778251817,0.150456581,0.949414253,-0.108309686,0.620853863,0.029958901,0.768620873,1582
HVO_0835 [D4GUH4] (acaB1) acetyl-CoA C-acetyltransferase,0.480604105,0.785624538,1.572173699,0.713452984,1.140053476,0.909805665,1.884500301,0.355594386,3.459994789,0.369987451,1583
HVO_0832 [D4GUG9] alpha/beta hydrolase fold protein,-1.298865101,0.024589054,1.041428812,0.05388351,0.097660062,0.928137531,2.810513227,0.000375006,2.146278578,0.000549208,1584
HVO_0831 [D4GUG7] (ygfD) YgfD family GTPase,3.67458921,0.001086455,-0.574419366,0.65808672,0.35562571,0.916086004,-2.345538146,0.000375006,-1.757897253,0.264394108,1585
HVO_0829 [D4GUG3] peptidase S9 family protein,0.970911566,0.113249965,-0.345482341,0.633078474,0.461352879,0.852216569,-0.703488612,0.071085279,0.360171015,0.5519385,1586
HVO_0826 [D4GUF7] peptidase M42 family protein,-0.528906625,0.742907799,0.152370882,0.728477844,0.004719774,0.934469388,0.920968241,0.279852653,0.875920399,0.034688699,1587
"HVO_0824 [D4GUF3] probable glycosyltransferase, type 1",-0.053903785,0.762533402,1.215138853,0.003317596,-0.032873591,0.942206357,1.195957441,0.027302361,0.595109032,0.519421134,1588
HVO_0823 [D4GUF2] DUF420 family protein,0,1,0,1,0,1,0,1,0,1,1589
HVO_0822 [D4GUF0] (gldA) glycerol-1-phosphate dehydrogenase (NAD(P)),-0.339675564,0.736719043,-1.776348508,0.553022553,1.493882708,0.495388645,-1.097783216,0.441573477,0.560813263,0.551264702,1590
HVO_0821 [D4GUE8] LysE family transport protein,-2.419780519,0.696284583,-0.405348427,0.693415709,-0.467602721,0.914216743,1.658764226,0.441573477,2.515170341,0.497264528,1591
HVO_0818 [D4GUE0] (thrC2) threonine synthase<|>decoy_HVO_2865 [D4GXG9] (folD) methylenetetrahydrofolate dehydrogenase / methenyltetrahydrofolate cyclohydrolase,-0.024823035,0.719939759,-2.158523651,0.00083036,0.322586471,0.911661164,-2.287737053,0.40239463,-1.466787615,0.580813639,1592
HVO_0818 [D4GUE0] (thrC2) threonine synthase,0.800133747,0.556807571,-0.113692186,0.767219847,0.410130902,0.921656061,-1.266454152,0.055550744,-0.500197777,0.599281761,1593
HVO_0817 [D4GUD8] amine oxidase domain protein,-1.093300903,0.001086455,0.816027566,0.002489434,-0.257975387,0.929462205,1.828593412,0.000375006,1.69860863,0.000549208,1594
HVO_0816 [D4GUD6] probable phosphoesterase,11.78627173,1,1.745795417,0.627280269,10.71692869,1,0,1,0,1,1595
HVO_0812 [D4GUD0] (ppsA) phosphoenolpyruvate synthase,-0.215749504,0.768990601,0.935638166,0.00083036,-0.023706088,0.97219063,1.460202834,0.000375006,0.762925282,0.000549208,1596
HVO_0810 [D4GUC4] conserved hypothetical protein,-0.959543973,0.71720267,1.717878868,0.559306181,-0.135789092,0.896421008,5.357673777,0.332002049,2.097158246,0.498330606,1597
HVO_0809 [D4GUC3] (metS) methionine--tRNA ligase,0.355722646,0.701769818,-0.429054063,0.256104161,0.271599268,0.908360567,-1.315083577,0.000375006,-0.445385623,0.147521454,1598
HVO_0808 [D4GUC1] conserved hypothetical protein,2.875276251,0.656778903,0.420340409,0.733991156,0.826822215,0.901741591,-3.903338365,0.43682304,-0.184610499,0.521853373,1599
HVO_0806 [D4GUB6] (pykA) pyruvate kinase,-0.475708392,0.524965218,-0.061013563,0.82980947,0.509304161,0.149101478,0.154942149,0.601959869,1.049115147,0.000549208,1600
HVO_0805 [D4GUB4] conserved hypothetical protein,-0.245538671,0.688051251,12.70980285,1,20.24136476,1,12.42253148,1,2.625378459,0.540421544,1601
HVO_0802 [D4GUA7] NfeD domain protein,-0.929896707,0.734107932,1.67026618,0.546291318,-0.079107502,0.914426415,2.954536831,0.28548274,1.247567404,0.535982695,1602
HVO_0801 [D4GUA4] stomatin family protein,-0.939292676,0.001086455,1.212115915,0.00083036,0.266525705,0.923935788,2.349370478,0.000375006,2.045048815,0.000549208,1603
HVO_0798 [D4GUA0] (aglD) dolichyl-phosphate mannosyltransferase AglD,-1.347006923,0.647644654,1.797876187,0.217553781,-0.194238653,0.919313062,2.816968251,0.008994491,1.846086527,0.333685083,1604
HVO_0797 [D4GU99] probable inosine/xanthosine triphosphatase,0,1,0,1,0,1,0,1,0,1,1605
HVO_0795 [D4GU95] (tfb6) transcription initiation factor TFB<|>HVO_1676 [Q9YGA5] (tfb2) transcription initiation factor TFB,-0.525400262,0.71720267,0.567517475,0.685972091,0.003003576,0.93085157,-0.045825421,0.501848471,-0.882538338,0.57622377,1606
HVO_0795 [D4GU95] (tfb6) transcription initiation factor TFB<|>HVO_1052 [D4GVM8] (tfb1) transcription initiation factor TFB<|>HVO_B0285 [D4GPT2] (tfb3) transcription initiation factor TFB,5.280879594,0.001086455,5.204979471,0.00083036,1.524857815,0.898060922,-1.036987099,0.000375006,-3.852047301,0.571282152,1607
HVO_0795 [D4GU95] (tfb6) transcription initiation factor TFB,-0.502078776,0.728294864,-0.488344854,0.675476161,-0.555344725,0.84611937,-1.325662299,0.300927937,-3.423429895,0.036291517,1608
"HVO_0792 [D4GU24] (aroB) 3-dehydroquinate synthase, type II",0.370789296,0.730154806,-0.698418429,0.233715437,0.294714015,0.870293774,-1.219012539,0.000375006,-0.508496968,0.213890479,1609
"HVO_0790 [D4GU21] (fba2) 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase",-0.963500826,0.103950361,0.375754137,0.54213769,0.203749885,0.940402045,0.498347559,0.457144892,0.719861911,0.361529732,1610
HVO_0789 [P18284] (trpA) tryptophan synthase alpha subunit,0.15102469,0.846536829,-1.167261056,0.02858874,-0.18784739,0.943018916,-1.354000644,0.005623671,-1.065213383,0.037892287,1611
HVO_0788 [P18285] (trpB) tryptophan synthase beta subunit,-0.122486928,0.821010333,-0.80927732,0.382979921,-0.225761798,0.935531087,-0.374106921,0.50051085,-0.55313683,0.562657567,1612
HVO_0787 [P18304] (trpC) indole-3-glycerol-phosphate synthase,1.355488201,0.369029986,-0.061558604,0.687699906,-0.309775724,0.926700312,-1.768203981,0.145775229,-0.976049133,0.526354904,1613
HVO_0784 [D4GU09] Abi/CAAX domain protein,10.04431038,1,14.36501026,1,9.15369029,1,0,1,0,1,1614
HVO_0783 [D4GTT9] (lon) ATP-dependent protease Lon,-1.326783898,0.001086455,1.066169119,0.00083036,-1.639671111,0.004000598,1.936337708,0.000375006,0.115035676,0.722523672,1615
HVO_0781 [D4GTT6] S-adenosylmethionine hydroxide adenosyltransferase family protein,-4.695140882,0.118767933,0.72840179,1,-4.360678915,0.923935788,49.37156385,1,13.03440142,1,1616
HVO_0779 [D4GTT4] (cat6) transport protein (probable substrate cationic amino acids),-2.56873539,0.676275654,-0.354100718,0.6778279,0.242040544,0.895269212,3.320200217,0.345201903,4.378447001,0.000549208,1617
HVO_0778 [Q9HHA2] (ths3) thermosome subunit 3,-0.463152249,0.351900399,0.648156101,0.00083036,-0.015076607,0.971429351,1.206381145,0.000375006,0.337925488,0.312753067,1618
HVO_0775 [D4GTT0] amidohydrolase domain protein,0.21072183,0.706326751,-0.056104025,0.655333692,0.334795553,0.915880268,-0.757054396,0.000375006,4.775279623,1,1619
"HVO_0774 [D4GTS9] probable glycosyltransferase, type 2",-1.828947193,0.002171997,0.574832537,0.535657686,-0.260224289,0.922993426,2.074886141,0.000375006,1.621936487,0.000549208,1620
HVO_0773 [D4GTS8] probable S-adenosylmethionine-dependent methyltransferase,-1.377075581,0.001086455,1.355492603,0.00083036,-0.391311639,0.916598228,2.577900002,0.000375006,1.178088247,0.000549208,1621
HVO_0771 [D4GTS5] beta-lactamase domain protein,-5.268135209,0.622799718,-5.256536379,0.610159571,-2.078530667,0.889435531,1.664116473,0.425264208,2.445886101,0.49655319,1622
HVO_0769 [D4GTR9] TRAM domain protein,-1.670469639,0.697156072,-0.490932374,0.612163682,-0.969603212,0.90505208,0.862510916,0.479723564,0.565833327,0.57457932,1623
HVO_0768 [D4GTR8] radical SAM domain protein,0.470319077,0.738017388,-1.809976725,0.651948464,-0.089182158,0.920003127,-3.065457179,0.418450259,-3.445570401,0.531867784,1624
HVO_0766 [D4GTR3] (hsp20D) Hsp20-type molecular chaperone,0.33529212,0.753480695,1.040301412,0.640394089,1.416424186,0.889571984,0.967791507,0.054068436,0.851638504,0.5742501,1625
HVO_0763 [D4GTQ8] DoxX domain protein<|>HVO_A0548 [D4GRL0] DoxX domain protein,-2.861023185,0.341230818,1.948227172,0.00083036,-0.155345874,0.911336497,2.890598003,0.001500335,1.685490454,0.362742008,1626
HVO_0763 [D4GTQ8] DoxX domain protein,-0.420736545,0.721028814,1.74380348,0.158686606,-0.485260912,0.91230698,1.190993923,0.397600445,-0.121674983,0.593810227,1627
"HVO_0760 [D4GTQ4] probable glycosyltransferase, type 2",1.08767479,0.652238192,0.40987854,0.715085695,-0.42600375,0.915156355,-1.297662183,0.469965421,-0.829075126,0.577209121,1628
HVO_0759 [D4GTQ3] major facilitator superfamily transport protein,-0.677368851,0.005417752,0.031657933,0.659305497,0.565395269,0.907685774,1.413993725,0.560618239,1.572271386,0.000549208,1629
HVO_0757 [D4GTP9] probable oxidoreductase (aldo-keto reductase family protein),2.114751637,0.663175786,2.793131535,0.515365893,-0.596611491,0.899303658,0.609805622,0.485433448,-0.440962744,0.518028651,1630
HVO_0756 [D4GTP7] DHH/RecJ family phosphoesterase,0.131857233,0.716377492,0.882441772,0.639129234,-0.117482345,0.908472549,0.684533515,0.313524122,2.725982636,0.567310933,1631
HVO_0755 [D4GTP6] homolog to NAD-dependent epimerase/dehydratase,-0.41942578,0.722926775,-1.24412737,0.001660448,-0.500682126,0.885396161,-3.053855201,0.389712627,-2.956864325,0.447739211,1632
HVO_0753 [D4GTP4] conserved hypothetical protein,0,1,0,1,0,1,0,1,0,1,1633
"HVO_0745 [D4GTC1] (cetZ2) FtsZ family protein CetZ, type III",1.634764819,0.39373814,0.091796817,0.722631877,0.374896731,0.921656061,-0.677998924,0.313174722,-0.256671411,0.668609161,1634
HVO_0744 [D4GTB9] homolog to carboxylate-amine ligase,0,1,0,1,0,1,0,1,0,1,1635
HVO_0743 [D4GTB7] probable phosphodiesterase,0.730088494,0.144804712,-0.699640731,0.059313151,0.109589273,0.962248396,-0.794948292,0.052214858,-0.604100393,0.104842231,1636
HVO_0741 [D4GTB4] (polX) DNA-directed DNA polymerase X,1.567934077,0.584594428,-2.064364411,0.452541916,-0.179234575,0.91230698,-2.661709706,0.286185988,-2.758317823,0.000549208,1637
HVO_0739 [D4GTB2] conserved hypothetical protein,0.19341808,0.710827915,1.531026655,0.540619654,0.831971944,0.895269212,0.839848203,0.44733476,1.52339829,0.367175511,1638
HVO_0738 [D4GTB1] conserved hypothetical protein,0.32311506,0.697735933,0.948500123,0.660824845,-0.550549287,0.906091642,0.914971542,0.005248979,0.565367204,0.150443359,1639
HVO_0735 [D4GTA7] conserved hypothetical protein,2.44629796,0.637957392,-0.439789557,0.671333674,-0.034438796,0.903293182,-1.895192463,0.393486872,-1.739087834,0.536666875,1640
HVO_0734 [D4GTA5] (nreA) DNA repair protein NreA,-0.357580158,0.740084824,1.978519024,0.629542817,8.668221461,1,1.389282702,0.487111365,1.568182054,0.545179926,1641
HVO_0733 [D4GTA4] (tfb4) transcription initiation factor TFB<|>HVO_1478 [D4GYB5] (tfb5) transcription initiation factor TFB,0.627144584,0.674123035,-0.297060611,0.756657553,-0.539132944,0.878947777,-1.107454104,0.065543449,-1.20666608,0.022331968,1642
HVO_0733 [D4GTA4] (tfb4) transcription initiation factor TFB,-1.121252094,0.784043525,-0.960834886,0.274331724,-1.006713689,0.924496133,-0.711396472,0.442251679,-0.732598329,0.557312507,1643
"HVO_0732 [D4GTA2] (rnhA2) ribonuclease H, type 1",0.274202726,0.77764256,-2.656451425,0.615487074,-0.566095659,0.231082448,-2.580204781,0.000375006,-2.496650681,0.539398939,1644
HVO_0729 [D4GT97] (ipp) inorganic pyrophosphatase,-0.000306898,0.807408269,0.985348602,0.033391656,-0.089905205,0.93322613,0.915110909,0.024318431,1.159338814,0.000549391,1645
HVO_0727 [D4GT94] rhomboid family protease,-3.649382987,0.583053691,0.034207636,0.643542684,-2.436858637,0.88454008,3.342921687,0.000375006,2.400623526,0.541783394,1646
HVO_0725 [D4GT91] probable oxidoreductase (short-chain dehydrogenase family),-1.542050033,0.001086455,0.94336052,0.005797154,-0.1581317,0.944401648,2.438059915,0.000375006,1.639744127,0.000549208,1647
HVO_0724 [D4GT90] (arsA1) ArsA family ATPase,-0.215274757,0.782909559,0.939765063,0.022949579,0.687630222,0.587411673,1.623065832,0.000375006,1.232645949,0.058517702,1648
HVO_0722 [D4GT87] DUF457 family protein,-1.757890513,0.687158311,1.560256315,0.000830637,0.260810856,0.902818493,3.26189872,0.000375006,2.387758354,0.48222178,1649
HVO_0721 [D4GT85] PHP domain protein,-1.271950676,0.100193966,1.340242777,0.009091776,-0.344361374,0.916496024,2.212792946,0.000375006,1.42280165,0.003292788,1650
HVO_0719 [D4GT82] (spt5) transcription elongation factor Spt5,1.078287887,0.713890645,1.434116666,0.59488313,0.379905443,0.510543437,0.573232415,0.493816402,0.8772614,0.584404956,1651
HVO_0718 [D4GT81] (secE) protein translocase subunit SecE,-1.58208516,0.685665368,1.153929928,0.580575983,0.283226652,0.914321641,2.676220586,0.065173748,1.530894005,0.490844625,1652
"HVO_0717 [Q48327] (ftsZ1) cell division protein FtsZ, type I",0.228200289,0.808249579,-0.466079835,0.64260013,0.061641687,0.959234769,-0.953113533,0.051473211,-0.126032057,0.713185807,1653
HVO_0716 [D4GT74] (dtdA) D-aminoacyl-tRNA deacylase,-0.231320967,0.761081604,-4.993398165,0.00083036,-1.534562679,0.906778233,1.174952624,1,-2.238687037,1,1654
HVO_0715 [D4GT72] sodium/calcium antiporter,-2.952743795,0.724814769,0.684941635,0.641340694,-1.472792514,0.891596774,2.938264907,0.100158817,1.698402963,0.555300659,1655
HVO_0714 [D4GT70] homolog to sodium/calcium antiporter,0,1,0,1,0,1,0,1,0,1,1656
HVO_0712 [D4GT66] (aroE) shikimate dehydrogenase (nonfunctional),4.854465745,0.351900399,3.236394001,0.643228691,3.855065057,0.888060741,-2.961435507,0.234547858,-2.902129643,0.559988641,1657
HVO_0711 [D4GT64] conserved hypothetical protein,-0.037389072,0.748988874,0.654577999,0.671333674,0.399978191,0.922613488,0.72587356,0.455793113,1.235843003,0.286672338,1658
HVO_0710 [D4GT63] (pabB) aminodeoxychorismate synthase component 1,6.787218432,1,7.203053655,1,0.168146586,0.903056138,0,1,0,1,1659
HVO_0708 [D4GT60] (pabC) aminodeoxychorismate lyase,-3.767532145,1,-0.956961092,0.794987967,-1.277291269,0.946322567,0,1,0,1,1660
HVO_0705 [D4GT56] GtrA family protein,0,1,0,1,0,1,0,1,0,1,1661
"HVO_0704 [D4GT55] probable glycosyltransferase, type 2",-0.830038965,0.676582186,0.782426525,0.310514402,0.625489119,0.812372212,1.671708706,0.000375006,1.883165468,0.003840757,1662
HVO_0703 [D4GT52] conserved hypothetical protein,-0.814397878,0.710827915,-0.301550188,0.650711863,-0.849716678,0.899303658,-0.480772816,0.513201219,-0.144923524,0.617090256,1663
HVO_0702 [D4GT53] DUF2298 family protein,-1.055155286,0.660629582,2.085625919,0.002489434,0.037082355,0.930592893,2.814182653,0.009743218,1.599968087,0.355448063,1664
HVO_0701 [D4GT50] (rpl42e) 50S ribosomal protein L42e,0,1,0,1,0,1,0,1,0,1,1665
HVO_0699 [D4GT46] (tif2a) translation initiation factor aIF-2 alpha subunit,0.833931714,0.740856985,-0.02400019,0.742269296,-0.164109832,0.932386225,-1.019246267,0.170033054,-0.765815735,0.349332373,1666
HVO_0697 [D4GT44] PAC2 family protein,-0.381667039,0.738794102,-0.303009906,0.70714218,0.107640118,0.926063497,0.368588788,0.499507356,0.255328184,0.619293387,1667
HVO_0694 [D4GT40] (gptA2) probable phosphoribosyltransferase,1.053983064,0.688051251,0.107550993,0.737630955,-0.14750702,0.935774046,-1.079601449,0.208855759,-0.683896232,0.552948342,1668
HVO_0692 [D4GT36] probable 6-oxopurine nucleoside phosphorylase,0.42960939,0.786973656,0.194033378,0.742269296,-0.263387613,0.925329617,-1.053047502,0.014980806,-0.654506454,0.310214528,1669
HVO_0689 [D4GT30] (smc) chromosome segregation protein Smc,0.917623419,0.63079365,-0.776309433,0.644170093,-0.462250919,0.916086004,-2.323614903,0.000375006,-1.198933607,0.343182375,1670
HVO_0687 [D4GT26] M20 family amidohydrolase,0.123395311,0.775326209,-0.507365398,0.669249458,-0.309736428,0.929462205,-0.090372307,0.578714307,-0.147927006,0.631786587,1671
HVO_0685 [D4GT24] DUF3100 family protein,-0.237253781,0.765179013,2.267809429,0.00083036,0.602896356,0.875880709,3.272207072,0.000375006,1.038906202,0.463655339,1672
HVO_0684 [D4GT23] (gatB) aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,0.27387959,0.802313119,-0.703820326,0.067006785,0.099049573,0.962081513,-1.402117676,0.000375006,-0.788605656,0.093678782,1673
HVO_0681 [D4GT20] (topA) DNA topoisomerase 1,0.328138932,0.760110286,-0.418717188,0.648540566,0.162590835,0.946951697,-0.993555157,0.078832266,-1.202195942,0.021791956,1674
HVO_0680 [D4GT16] (pcrB1) (S)-3-O-geranylgeranylglyceryl phosphate synthase 1,0,1,0,1,0,1,0,1,0,1,1675
HVO_0677 [D4GT09] (aspS) aspartate--tRNA(Asp/Asn) ligase,-0.09098502,0.866605185,-0.376264754,0.621089157,0.352963479,0.761719319,-0.36971478,0.524190997,0.483535485,0.163022979,1676
HVO_0675 [D4GT07] pantoate kinase,1.555211987,0.624201267,-0.585438565,0.687124642,-0.393628398,0.914426415,-2.550501792,0.000375006,-2.970143915,0.447366168,1677
HVO_0670 [D4GT00] YqjG-type gamma-glutamylcysteinyl-hydroquinone reductase,1.666734667,0.561698249,-0.219819976,0.688848414,-0.376838219,0.906892168,-1.613648811,0.159911692,-0.936112883,0.475706917,1678
HVO_0669 [D4GSZ9] (oadhA3) 2-oxoacid dehydrogenase E1 component alpha subunit,2.376314669,0.579177513,-0.847636142,0.693415709,0.398621044,0.914216743,-0.598239612,0.519199185,-0.73170027,0.603764706,1679
HVO_0668 [D4GSZ8] (oadhB3) 2-oxoacid dehydrogenase E1 component beta subunit,4.131842779,0.001086455,-0.237030258,0.765760733,0.133479546,0.938475265,-1.616315413,0.000375006,-1.276544488,0.005483245,1680
HVO_0666 [D4GSS6] (dsa2) dihydrolipoamide S-acyltransferase,0,1,0,1,0,1,0,1,0,1,1681
HVO_0663 [D4GSS3] probable S-adenosylmethionine-dependent methyltransferase,0,1,0,1,0,1,0,1,0,1,1682
HVO_0662 [D4GSS2] (thiR) transcription regulator ThiR,-0.840270883,0.725352376,1.460186211,0.348520432,0.892363439,0.902101929,1.82713996,0.353171713,1.403142629,0.497264528,1683
HVO_0661 [D4GSS1] (dcd) dCTP deaminase,1.590400695,0.084955067,-0.517510088,0.676065141,-0.159037579,0.925237422,-0.801656983,0.552697296,-0.085196163,0.68253217,1684
HVO_0660 [D4GSS0] Yip1 domain protein,0,1,0,1,0,1,0,1,0,1,1685
HVO_0658 [D4GSR8] (truD) tRNA pseudouridine(13) synthase TruD,0.507760724,0.746720911,-1.044655277,0.615818265,-0.075448057,0.963568007,-2.249143048,0.000375006,-1.60986351,0.239419196,1686
HVO_0657 [D4GSR7] conserved hypothetical protein,0,1,0,1,0,1,0,1,0,1,1687
HVO_0656 [D4GSR6] DUF2103 family protein,1.374034165,0.700334175,-1.182399617,0.662642042,6.513097893,1,-2.687418825,0.000375006,11.51224746,1,1688
HVO_0655 [D4GSR5] GalE family epimerase/dehydratase,-0.938796524,0.672578024,0.313000841,0.686836758,0.097739196,0.931877962,1.896941832,0.342773382,1.772528625,0.170220434,1689
HVO_0654 [D4GSR4] (rpl43e) 50S ribosomal protein L43e,-0.363891116,0.728561165,-0.106622379,0.683078849,0.602754392,0.913373037,-0.549393268,0.510199042,0.683541449,0.522547225,1690
HVO_0650 [D4GSR0] DUF3194 family protein,0,1,0,1,0,1,0,1,0,1,1691
HVO_0648 [D4GSQ8] DUF2070 family protein,-1.479897434,0.468960864,0.511679497,0.63976205,-0.282709932,0.91751269,2.419888884,0.000375006,1.091133792,0.559654519,1692
HVO_0647 [D4GSQ7] (guaAa1) GMP synthase (glutamine-hydrolyzing) subunit A,-0.278679736,0.713890645,1.101670381,0.618460318,0.430268303,0.896675119,0.257443941,0.47568843,0.75127783,0.539739923,1693
HVO_0645 [D4GSQ4] DUF192 family protein,-2.025060191,0.689534798,10.13079744,1,-0.993326138,0.914006571,1.204139041,0.027675212,1.002699747,0.540421544,1694
HVO_0644 [D4GSQ2] (leuA1) 2-isopropylmalate synthase / (R)-citramalate synthase,-0.327960139,0.705192787,-1.272603108,0.00083036,-0.530624426,0.118184655,-1.703937536,0.000375006,-2.077822096,0.000549208,1695
HVO_0639 [D4GSP6] (moxR1) AAA-type ATPase (MoxR subfamily)<|>decoy_HVO_1792 [D4GSB6] Lrp/AsnC family transcription regulator,0.772780283,0.706326751,-3.131353808,0.674886483,0.161384325,0.916700312,-2.442070476,0.414356671,-0.90277895,0.548564942,1696
HVO_0639 [D4GSP6] (moxR1) AAA-type ATPase (MoxR subfamily)<|>HVO_1257 [D4GX65] (moxR2) AAA-type ATPase (MoxR subfamily),0,1,0,1,0,1,3.461321648,0.166782296,1.956128706,0.51278972,1697
HVO_0639 [D4GSP6] (moxR1) AAA-type ATPase (MoxR subfamily),1.203038379,0.492163969,1.032890395,0.113835667,1.021104112,0.536584746,-0.582327577,0.457144892,0.257240314,0.662320621,1698
HVO_0637 [D4GSP3] DUF11/DUF58 family protein,-1.533951958,0.681755931,0.727813648,0.675770738,0.18897609,0.904118135,3.149173574,0.000375006,2.421966503,0.493346038,1699
HVO_0636 [D4GSP1] conserved hypothetical protein,0,1,0,1,0,1,0,1,0,1,1700
HVO_0635 [D4GSP0] DUF4129 domain protein,-2.139235838,0.723467216,0.013876622,0.660521341,-0.704633312,0.904935849,2.055964587,0.406499667,1.914267103,0.000549208,1701
HVO_0633 [D4GSN7] (cirC) KaiC-type circadian clock protein CirC,7.464845607,1,0.211815361,0.601726696,0.660956469,0.878341396,2.277952728,0.000375006,1.652678255,0.573591328,1702
HVO_0630 [D4GSM7] (dppC2) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide),-1.376549481,0.640653263,1.407164394,0.387896464,-0.001983551,0.915880268,2.668310687,0.000375006,2.578166384,0.003292788,1703
HVO_0629 [D4GSM5] (dppB2) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide),-1.400861295,0.647644654,0.938173798,0.531038542,-0.166634717,0.916496024,2.598151356,0.000375006,1.484681495,0.33119402,1704
HVO_0628 [D4GSM4] (dppA2) ABC-type transport system periplasmic substrate-binding protein (probable substrate dipeptide/oligopeptide),-0.952286579,0.219459319,0.506177046,0.392775578,0.508683589,0.784170978,1.591564069,0.000375006,2.462953657,0.000549208,1705
HVO_0627 [D4GSM3] (dppDF2) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide)<|>HVO_2444 [D4GT12] (dppF5) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide) (nonfunctional),0,1,0,1,0,1,2.154415722,0.482747401,19.64339591,1,1706
HVO_0627 [D4GSM3] (dppDF2) ABC-type transport system ATP-binding protein (probable substrate dipeptide/oligopeptide),-0.439095896,0.509307994,0.810781809,0.00083036,1.11989203,0.004000598,1.625136978,0.000375006,2.08348505,0.000549208,1707
HVO_0626 [D4GSM2] conserved hypothetical protein,0,1,0,1,0,1,0,1,0,1,1708
HVO_0623 [D4GSL9] MoaD family protein,0,1,0,1,0,1,0,1,0,1,1709
HVO_0621 [D4GSL7] sensor box histidine kinase,-1.516217011,0.701196228,0.99171749,0.675476161,-0.427137543,0.912948149,3.257938179,0.035870083,3.190182545,0.000549208,1710
HVO_0611 [D4GSK7] DUF112 family protein,2.708387391,0.699758357,4.037715456,0.143563675,10.78175994,1,2.466212903,0.427986749,2.134381418,0.482582512,1711
HVO_0610 [D4GSK6] DUF1468 family protein,-0.774291207,0.687753839,1.033906577,0.65839169,1.422852174,0.910135899,2.106190248,0.003375049,0.91755362,0.555971728,1712
HVO_0602 [D4GSJ7] (aroD1) 3-dehydroquinate dehydratase,1.951472789,0.030866277,0.848729126,0.723700176,-0.025075383,0.950680178,-1.120031514,0.185891161,-0.854744178,0.209272092,1713
HVO_0601 [D4GSJ6] (hom2) homoserine dehydrogenase,-0.253802716,0.775558571,-0.406389341,0.691137391,0.002041436,0.941384796,-0.485902578,0.514868174,-0.429934699,0.41285371,1714
HVO_0600 [D4GSJ5] ACT domain protein,-0.147016451,0.727761665,0.228897839,0.699626732,-0.176556787,0.911769125,0.633034243,0.492811322,1.288508925,0.508227325,1715
HVO_0598 [D4GSJ3] conserved hypothetical protein,-1.266372554,0.655486894,1.65935293,0.591428352,-0.230859589,0.909805665,1.817008419,0.000375006,1.17683963,0.632717035,1716
