"Protein.ID","H53_EL_RM_vs_H53_LL_RM","X2174_EL_RM_vs_2174_LL_RM","X2176_EL_RM_vs_2176_LL_RM","H53_EL_RM_vs_2174_EL_RM","X2176_LL_RM_vs_H53_LL_RM","H53_EL_RM_vs_H53_EL_CM","X2176_EL_RM_vs_2176_EL_CM","H53_EL_RM_vs_2176_EL_RM","H53_EL_CM_vs_2176_EL_CM","H53_LL_RM_vs_H53_EL_CM","H26_Exponential_vs_H26_Stationary","H26_Exponential_vs_HVABI_Exponential","H26_Exponential_vs_HVLON3_Exponential","H26_Stationary_vs_HVABI_Stationary","H26_Stationary_vs_HVLON3_Stationary","H26_vs_DksgA","H26_vs_DksgA_KsgA","H26_vs_DksgA_ksgA_E84A"
"HVO_2833 [D4GX97] ArsR family transcription regulator",-0.71680016,-1.305283873,-0.347135872,0.710824454,-0.661090378,-0.0074444,0.016964459,0.27521357,0.299233894,0.687778139,NA,NA,NA,NA,NA,0.824342679,-0.292429219,-0.417999164
"HVO_2834A [A0A1C9J6Z3] conserved hypothetical protein",-0.969469254,-0.886208833,-0.701828662,-0.035139235,-0.350077108,-0.203217709,0.128714229,0.118229183,0.604904549,0.701581722,NA,NA,NA,NA,NA,NA,NA,NA
"HVO_2835 [D4GXA1] histidine kinase",-0.905281232,-0.988355457,-0.194512313,-1.283963851,0.686067912,-1.335875252,0.191151142,-1.280224372,0.168763739,-0.425935894,NA,NA,NA,NA,NA,-0.291195561,4.255618169,2.225110623
"HVO_2836 [D4GXA3] sensor/bat box HTH-10 family transcription regulator",0.725359914,0.200387607,0.243105472,0.511340863,-0.000692332,4.859619986,-0.903377365,1.665721924,-3.943123735,4.089770855,0.920746062529548,-0.591044456809275,8.97847524552361,6.49859296038457,-1.66152857121723,-0.11425758,-1.365210553,0.106459584
"HVO_2840 [D4GXB3] sensor box histidine kinase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.651893220493499,1.35571438009546,0.312155199915939,2.46483660726931,1.2127256464959,NA,NA,NA
"HVO_2843 [D4GXC1] (phr1) deoxyribodipyrimidine photo-lyase",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"HVO_2846 [D4GXC4] SpoVR family protein",0,0,0,0,0.165830636,0,0,0,0,-1.904087144,-1.02354479235222,2.1027483854512,0.508180067985357,1.35455628272135,2.99943620266794,NA,NA,NA
"HVO_2847 [D4GXC6] UPF0229 family protein",0.064937389,-0.52057529,0.099758716,0.282046219,-0.1267933,1.892762435,0.513139253,0.040483736,0,1.888118598,0.721554550046259,-1.36755494177555,-1.03682917227701,0.303063250459183,3.62338764563438,NA,NA,NA
"HVO_2848 [D4GXC8] (prkA1) probable PrkA-type serine/threonine protein kinase",0,0,0,0,0.697225833,0,0,0,0,0.912425036,-1.08363554781689,-1.35562112671368,0.37745070721382,1.30235781355972,3.48059199247938,NA,NA,NA
"HVO_2849 [D4GXC9] (prkA2) probable PrkA-type serine/threonine protein kinase",1.979956367,0,0,4.339100114,0.149388149,5.085198288,0,5.383621818,0,0.234836979,-1.14959149359142,-1.38604505192948,-0.572014754363442,1.32426533373448,2.547255406339,NA,NA,NA
"HVO_2850 [D4GXD2] conserved hypothetical protein",-0.214523377,-0.215564921,-0.345207632,0.024978511,-0.33004928,0.002315942,-0.169635577,0.424834295,0.022199399,0.303672412,-0.152095441644819,-3.4456028952689,-0.249277379971541,-1.44636926887269,-0.228767095171339,-0.140461163,0.184131909,0.097166392
"HVO_2851 [D4GXD5] UPF0179 family protein",0.95333618,1.32665117,0.977170031,-0.352653598,0.121178591,-0.182661732,0.057370013,-0.202358248,0.042679458,-0.997550379,NA,NA,NA,NA,NA,-0.040160853,0.543366538,0.552339352
"HVO_2852 [D4GXD7] AstE domain protein",-1.603901794,4.439384968,0,-1.086303175,0,-1.213651962,0,-1.163662198,0.921373371,4.924907237,NA,NA,NA,NA,NA,-0.034081195,-1.489977868,-1.818748484
"HVO_2853 [D4GXE0] DUF309 family protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43812119,0.638976128,1.015396557
"HVO_2857 [D4GXF0] (suhB1) probable inositol-1(or 4)-monophosphatase / fructose-1,6-bisphosphatase, archaeal-type",0.053439223,-0.224624832,-0.14117232,0.301641612,-0.107574318,0.360872634,0.114098693,0.306878202,0.066731353,0.254723109,-0.861869854349777,-0.278001145088652,-0.626998958240429,0.690836287801051,1.20894251653357,0.044975417,-0.55287835,-0.159537849
"HVO_2858 [D4GXF3] Lrp/AsnC family transcription regulator",0.691016664,0.506590921,0.545325882,0.163077588,0.038160528,-0.115626625,-0.053974431,0.121710109,0.16340236,-0.754386732,0.757591851602195,1.00988879875056,0.0825946767427512,0.357252525351209,1.99765830329617,-0.171691802,0.804821012,0.68683707
"HVO_2859 [D4GXF7] DUF63 family protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1944758788895,8.23384416494974,-3.63811459306181,0,0,NA,NA,NA
"HVO_2860 [D4GXF8] DUF181 family protein",-0.138873722,-0.292536444,-0.763936741,0.225332268,0.26220087,-0.031906963,-0.216200502,0.319431635,0.181072992,-0.04376718,-0.870180868458467,-0.243406014251211,-0.388237658844978,0.522931303059467,1.2210337342282,0.383376343,-1.956254458,-1.63571253
"HVO_2861 [D4GXF9] conserved hypothetical protein",0.014891984,0.278407826,0.49926999,-0.489733799,0.16336729,-0.655342997,-0.121783998,-0.667021782,-0.087466072,-0.647581705,0.564526407113549,-0.410081188864554,-0.213026954079771,-0.916653803166079,-0.0673961075633042,-0.223413843,0.642109307,0.400615368
"HVO_2862 [D4GXG2] (glyA1) serine hydroxymethyltransferase",-0.426918076,-0.531582705,-0.607201986,0.047605013,0.194326043,0.010370516,-0.051843617,0.028136246,0.013361986,0.474300816,0.0594288912667604,-0.0216919480000274,0.30131322132315,-0.392138256816273,0.24186663596543,-0.245093793,0.522314259,0.7223194
"HVO_2862 [D4GXG2] (glyA1) serine hydroxymethyltransferase<|>HVO_B0004 [D4GP05] (glyA2) serine hydroxymethyltransferase",-0.524722353,-0.728358164,-0.930054728,0.100815343,0.268623009,0.147230948,0.270792604,0.134214154,0.310532934,0.668690548,0.433023489060079,0.129507525577504,0.0509485564969597,-0.225233303638837,0.27902168614123,-0.326137704,0.502275331,0.021108421
"HVO_2863 [D4GXG4] DUF211 family protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.108901734,1.286015482,1.285163679
"HVO_2864 [D4GXG5] DUF125 family protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.08698951671805,-1.81852715729065,0.761513975926281,0,0,NA,NA,NA
"HVO_2865 [D4GXG9] (folD) methylenetetrahydrofolate dehydrogenase / methenyltetrahydrofolate cyclohydrolase",-1.244887209,-1.345956634,-1.18461889,0.258538442,0.011175693,0.051392755,0.053925745,-0.074318266,-0.101183188,1.317886998,0.612033276726872,0.53326328802444,0.374401576182579,-0.254857091852877,0.116874933294438,-0.174133991,0.485170426,0.312577946
"HVO_2866 [D4GXH1] conserved hypothetical protein",0.517424554,0.198138078,0.68530194,0.324742167,0.065946614,2.422255862,0.186986588,-0.240787001,0,2.511397062,NA,NA,NA,NA,NA,-0.075305519,1.135400435,0.851120931
"HVO_2867 [D4GXH2] conserved hypothetical protein",0.362100197,0.458722736,0.853942715,0.017410732,-0.28542912,-0.086174852,-0.035911573,-0.172741506,-0.109388941,-0.363510375,NA,NA,NA,NA,NA,-0.323831986,1.236633384,0.956187093
"HVO_2868 [D4GXH5] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040109318,1.076065738,1.326579229
"HVO_2869 [D4GXH6] PadR family transcription regulator",-0.593888018,-0.424375986,-0.28757082,-0.381612996,0.007332653,-0.752516726,-0.37169444,-0.29436833,0.056287969,-0.152480504,NA,NA,NA,NA,NA,0.108231445,0.711182947,0.220267254
"HVO_2869 [D4GXH6] PadR family transcription regulator<|>HVO_A0118 [D4GQF0] PadR family transcription regulator_NumberOfIdenticalSequences_2",-0.817502201,-0.448606097,-0.40464691,-0.572308132,-0.074513659,-0.775540432,-0.002283576,-0.472615785,0.369990525,0.047744178,NA,NA,NA,NA,NA,-0.339635995,0.36651291,0.170937287
"HVO_2870 [D4GXH9] AI-2E family transport protein",0.92473254,0.915042092,0.997397984,-0.04706689,-0.041348349,0.209559865,0.471448378,-0.00831304,0.212441149,-0.687934307,0,0,0,0,0,1.41305803,0.554180706,0.322851967
"HVO_2871 [D4GXI1] pyridoxal phosphate-dependent aminotransferase",0.781167431,0.473359052,0.692479346,0.215844969,0.064234344,0.277973163,0.104979245,0.047969395,-0.200559112,-0.510861245,2.82515605393645,0.272748918244146,-0.891766201027306,-0.350702583857744,-1.3227947623998,-0.317215426,-2.052365338,-2.352432396
"HVO_2872 [D4GXI2] conserved hypothetical protein",0.663171056,1.166291603,1.223028003,-0.149113267,-0.017538188,0.408885448,0.388743704,0.049023647,0.146270831,-0.914071868,-0.923419053341472,1.08149941233556,0.508524621832418,2.12723656052231,1.99083185649692,-0.500115819,-1.481635064,-1.182428021
"HVO_2873 [D4GXI8] (fen1) flap endonuclease Fen1",-0.102932739,-0.09160973,-0.083169995,0.151930918,-0.100169097,0.210814278,0.031626108,0.111534926,0.009969109,0.226014695,-0.891906068481512,-0.65933099866136,0.0628817880863645,-0.169794844950737,-0.27013272899106,-0.125852679,0.335714856,0.199120615
"HVO_2874 [D4GXJ0] GNAT family acetyltransferase",1.31650495,0.700811459,0.841582291,-0.193383755,0.205316651,-0.182021104,-0.650773576,0.192833117,-0.46932684,-1.312471736,NA,NA,NA,NA,NA,0.215515223,-0.827738412,-0.317186067
"HVO_2875 [D4GXJ1] probable S-adenosylmethionine-dependent methyltransferase",0.763769411,0.647346836,0.925986037,-0.341463092,0.222909154,-0.199224579,-0.042556338,-0.453544548,-0.345088426,-0.976011318,-0.400567493267467,1.69266063963328,0.365696072914165,2.89561747763529,2.33595983790847,-1.704534622,-1.521414222,-2.438003166
"HVO_2876 [D4GXJ2] DUF3054 family protein",-0.265087835,-0.68113326,-0.193208518,0.099196988,0.290331324,-0.044290444,0.429572297,-0.423155011,0.189139792,0.228971911,-1.33098388350145,1.5862653385646,-0.264931478912219,2.480722449394,1.0298685091142,-0.385222471,-1.225874514,-1.909201746
"HVO_2877 [D4GXJ3] major facilitator superfamily transport protein",-0.558616962,-0.661211499,-0.248006376,0.420789869,-0.38240655,0.428411488,0.248776643,0.037241947,-0.133410589,1.007087924,0.103901761596072,3.03679028412758,1.63007369982464,3.23489610253417,0.527938141716222,0.583368601,-0.737569525,-0.729849137
"HVO_2879 [D4GXJ7] ornithine cyclodeaminase family protein",1.167748441,0.894898616,0.486959927,0.114773331,0.490115381,0.393878225,-0.162613937,0.194712391,-0.356352741,-0.763357448,0.759410869668448,-0.461183347227475,0.529399799009942,-0.344495917086419,0.522899012376576,-0.479825136,-2.498399191,-2.389780706
"HVO_2880 [D4GXK0] (pelA) mRNA surveillance protein pelota",0.384324598,0.247059526,0.598950141,0.169938412,-0.108486646,0.144274689,0.287304041,-0.085914533,-0.000297294,-0.252778538,2.1417122706833,1.49588481729569,1.28352026032488,-0.956593276298952,0.120696663921595,-0.467774026,0.445855466,0.455626112
"HVO_2881 [D4GXK2] DUF4013 family protein",1.335176324,1.103599763,1.266565851,0.583414883,-0.068934267,1.181274768,0.804677442,0.667781443,-0.391841213,-0.141118847,-0.881044057725687,1.84560768031969,-0.132502556645101,3.17700588787844,1.20055331602636,1.775956657,-0.784506542,-0.75524796
"HVO_2882 [D4GXK4] DUF4013 family protein",0.390485978,0.104583235,0.498734711,0.192302852,-0.125515224,1.245791306,0.327439465,0.009955832,-0.382975239,0.499025736,-0.808007624973711,1.53700157220441,1.18476396609191,2.31566822543236,2.15290152053032,NA,NA,NA
"HVO_2883 [D4GXK6] DUF814 domain protein",-0.390716311,-0.299153137,-0.375619178,-0.076229527,-0.055749019,-0.150552999,-0.195727856,0.040558452,-0.023631654,0.220051337,0.354146752671166,-1.92330807054455,-0.525652816081006,-2.54514376220772,-1.98495808093469,-0.087574875,-0.160850741,-0.382728842
"HVO_2884 [D4GXK8] conserved hypothetical protein",2.6674482,2.375563411,3.778053593,2.934375257,-0.441889564,1.35421053,1.376969784,-1.092767908,-0.925131347,-0.584637614,-0.953847281588292,0.371677890002608,0.642172059255526,2.65905358717594,3.52379029252789,NA,NA,NA
"HVO_2885 [D4GXL1] (gltP2) SDF family transport protein (probable substrate glutamate/aspartate)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.35955134707492,10.8204622252353,0,0,0
"HVO_2886 [D4GXL4] GNAT family acetyltransferase",-0.227739726,0.335952661,0.165528785,-0.211990561,0.017617331,-0.073821863,0.38519528,-0.430872699,0.151553751,0.125591311,0,0,0,-0.191986325231895,2.29143493785446,-0.549343107,1.230917019,1.212369207
"HVO_2887 [D4GXL6] (mscS4) mechanosensitive channel protein MscS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.379404665,-0.231115421,-0.012475124
"HVO_2888 [D4GXL7] (elp3) homolog to elongator complex protein ELP3",0.237344193,-0.023850189,0.161595435,0.12383173,-0.144501643,-0.01652053,-0.068886557,0.162066159,0.106705429,-0.307617932,0.10573734272565,-1.12978956597509,0.285765641895667,-0.294565451186455,1.28083798071375,0.432946146,-0.956836006,-0.922153705
"HVO_2889 [D4GXM0] DHH/RecJ family phosphoesterase",-0.779712139,-0.743584323,-0.624413387,0.109805952,-0.084885977,0.067817125,0.031678947,0.028665342,-0.021469539,0.858698822,-0.203335588358173,-0.165843311818293,-0.335584253904656,-0.234015768074258,-0.543536231312842,0.049591602,0.916391597,0.932421115
"HVO_2890 [D4GXM2] DUF649 family protein",0.265502972,0.166210724,0.382158815,-0.946638536,0.106990535,-0.535195914,-0.156363497,-0.475390992,-0.286052324,-0.767081399,NA,NA,NA,NA,NA,0.659627609,0.039438696,0.120592057
"HVO_2891 [D4GXM4] (tdk) thymidine kinase",-0.587866869,-0.607204042,-0.356995026,0.049378046,-0.252272454,-0.060330779,0.172531807,0.019529051,0.199591028,0.522926597,1.31738017282763,0.492733854168713,0.425849076785305,-0.616416129080714,-0.735243347616384,-0.192606919,0.50182411,0.360624157
"HVO_2892 [-] spurious ORF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA
"HVO_2892A [D4GXM5] homolog to NAD(P)H dehydrogenase (quinone)",-0.442812027,-0.474225945,-0.243661646,-0.132444159,0.161242903,-0.158276126,-0.993133766,-0.06585607,-1.438169958,0.268225879,NA,NA,NA,NA,NA,-0.246147307,-0.114403394,-0.023968422
"HVO_2893 [D4GXM9] DsrE domain protein",0.977151622,1.784159852,1.534672892,-1.128408332,0.249696573,-0.120529368,0.742765479,-0.870897803,0.036006171,-1.049700997,NA,NA,NA,NA,NA,0.620836629,0.934939124,1.277766784
"HVO_2894 [D4GXN0] HTH-10 family transcription regulator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"HVO_2895 [D4GXN4] alpha/beta hydrolase fold protein",1.307141942,0,2.658770511,16.73323842,0.307979612,-1.01657412,3.869762273,-1.228575296,4.27227757,-2.218927588,NA,NA,NA,NA,NA,NA,NA,NA
"HVO_2896 [D4GXN6] (mutY1) A/G-specific adenine glycosylase",-0.395225855,-0.36075136,-0.469611186,-0.158827604,0.394020937,-0.263543256,0.010734722,-0.129452645,0.125149212,0.046356006,NA,NA,NA,NA,NA,-0.613671146,0.819761328,0.645181094
"HVO_2897 [D4GXN8] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.292661449,1.875106072,1.675855725
"HVO_2898 [D4GXP1] conserved hypothetical protein",-0.600507366,-0.454208422,-0.622142934,0.021582884,-0.103840269,-0.140813316,0.00573232,0.099320109,0.275922491,0.426518477,NA,NA,NA,NA,NA,0.41105587,0.330017737,0.312837181
"HVO_2899 [D4GXP3] (bolA) BolA family protein",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-0.635001046,1.862062635,1.906216917
"HVO_2900 [D4GXP5] (fumC) fumarate hydratase",0.170304193,0.373211132,0.199621981,-0.265257106,-9e-05,-0.346027419,-0.319162526,0.008013871,0.030003889,-0.526430273,0.181020777108599,0.127215737690143,-0.22405118187575,0.132931955840593,0.240062123115113,-1.553867941,0.277885056,-0.230296346
"HVO_2901 [D4GXP6] small CPxCG-related zinc finger protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.065030206,2.371396822,2.025369975
"HVO_2902 [D4GXP9] (gatE) glutamyl-tRNA(Gln) amidotransferase subunit E",-0.219069276,-0.28731629,-0.350608782,0.011698374,0.155180362,0.082677416,-0.080259361,0.050746112,-0.074627952,0.289749329,-0.17058574906757,0.267117178968335,0.241089271530066,0.652557715027079,0.850700097652307,-0.175431323,0.551879956,0.511248561
"HVO_2902 [D4GXP9] (gatE) glutamyl-tRNA(Gln) amidotransferase subunit E<|>HVO_A0074 [D4GQA6] AAA-type ATPase domain protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,16.9074205883278,19.2277434735184,0.103337143,0.526337821,0.102216624
"HVO_2904 [D4GXQ2] (htpX2) HtpX-like protease",0.850957989,0.538777892,1.121141319,0.096950493,0.167780362,-0.343588698,0.269979761,-0.425620256,0.29899932,-0.978615727,-2.06174167236771,-0.989783811709489,-0.584708151186193,0.896511517103789,0.933295938364473,NA,NA,NA
"HVO_2905 [D4GXQ6] (maoC3) MaoC domain protein",0.339511703,0.730064985,0.554661767,-0.313235375,-0.264018107,0.012459419,-0.53544293,0.118490533,-0.159099828,-0.750135509,NA,NA,NA,NA,NA,0.138582008,-0.985071402,-0.067413596
"HVO_2906 [D4GXQ8] tRNA (cytidine/uridine-2'-O-)-methyltransferase",-0.126972523,-0.247707968,-0.104110463,-0.020927802,0.017985374,0.114633278,-0.211436925,-0.019045861,-0.355242521,0.259025285,0.366996386729945,-0.670552312869386,-0.413169454456124,0.505492392691691,0.816802877764538,-0.528032883,-0.257693461,-0.46836688
"HVO_2907 [D4GXR0] conserved hypothetical protein",-0.969665696,0.000176786,-1.29212395,-0.421806861,0.166875448,-0.66279892,-0.646967984,0.227380834,0.226593234,0.15969466,NA,NA,NA,NA,NA,-0.636753042,0.961279672,0.753655982
"HVO_2908 [D4GXR1] (folP2) dihydropteroate synthase",0.234120952,0.375633683,0.396135009,-0.166130917,0.031143146,-0.248812657,-0.050354673,-0.142589192,-0.072139137,-0.485198759,1.10281649003257,-0.880420573471785,-0.236657406511762,-2.52221154409374,-2.26998967025065,-0.395379413,-0.226806754,-0.522897153
"HVO_2909 [D4GXR3] (mptE) 6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase MptE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.309220666,1.469107235,1.201252443
"HVO_2911 [D4GXR7] (phr2) deoxyribodipyrimidine photo-lyase",1.098996767,1.108241373,0.461791052,-0.46395015,0.419025871,-0.155733675,-0.481479527,0.172373223,-0.15861791,-1.27417368,0.386893409909544,-1.07674860547566,-0.499968393732542,-1.4456140518221,-1.11572196631331,-0.380730196,-1.162969721,-1.628295711
"HVO_2912 [D4GXS0] ThiJ/PfpI domain protein",1.333613072,1.100044935,1.212294508,0.018519468,0.364846905,0.25054706,0.430348369,-0.113607118,-0.094448648,-1.11887538,0.580538596695346,-1.27563553652157,-0.0387958921315354,0.263211757124536,0.853754969586105,0.109232994,0.543324344,0.863503869
"HVO_2913 [Q03301] (sod2) superoxide dismutase (Mn)",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"HVO_2913 [Q03301] (sod2) superoxide dismutase (Mn)<|>HVO_A0475 [Q03300] (sod1) superoxide dismutase (Mn)",0.942480078,1.556485784,1.282200236,-0.348315045,-0.162024427,-0.111068426,-0.077277456,-0.143810161,-0.090106744,-1.016425748,0.196139549335101,-0.230640762747579,0.00382515576660679,-0.288805866000503,0.809344314205434,-0.522238993,1.428562422,1.657428139
"HVO_2914 [D4GXS4] conserved hypothetical protein",-1.07544858,-1.763202289,-1.859563629,0.031888676,0,-0.431901389,-0.204386769,-0.01910823,0.204188132,0,NA,NA,NA,NA,NA,0.292393751,0.844789566,1.074853311
"HVO_2915 [D4GXS6] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3714666,0.993175511,0.806979731
"HVO_2916 [D4GXS8] probable oxidoreductase (short-chain dehydrogenase family)",1.136160466,1.273316465,1.326506635,-0.151442657,-0.094176506,0.340707663,0.314934434,-0.030762656,-0.091981965,-0.96775105,0.580087153442946,0.126456291065081,-0.596017822407672,-0.364676809404675,-0.119190726961648,-0.374364033,-0.68476148,-0.833733641
"HVO_2918 [D4GXT2] (hts) thymidylate synthase",-0.435510015,-0.120221316,-0.205714977,-0.262542563,-0.012522069,-0.593730255,0.113213361,-0.163352037,0.490876817,-0.187182939,0.656713438530215,-1.10246550237383,0.341451852128191,-1.99838353167783,-1.98231690936859,-0.836993329,-0.973705812,-1.131632938
"HVO_2919 [D4GXT3] (hdrB) dihydrofolate reductase",-0.737831586,-0.679328201,-0.553190416,-0.199293881,-0.141364668,-0.574627363,-0.284924969,-0.035440887,0.149304733,0.143208613,NA,NA,NA,NA,NA,-0.91048631,0.640442071,0.243838243
"HVO_2920 [D4GXT5] DUF4177 family protein",2.743050414,0,0,0.763437092,5.473839038,2.077310257,0,0.794386224,0,0,NA,NA,NA,NA,NA,-1.691790503,1.350032793,-0.001799067
"HVO_2921 [D4GXT7] conserved hypothetical protein",-0.184981678,-0.106986965,-0.102672837,0.139919068,-0.173620649,0.55979802,0.600345274,0.051251591,0.113482963,0.747627331,-0.607705632537895,1.4245963771916,1.10062818290279,1.92378002047604,1.75833241971844,-0.148624886,-0.576334022,-0.799778607
"HVO_2922 [D4GXU1] UPF0339 family protein",0.564661705,1.692701655,1.847545893,-1.148964078,0.49046943,-0.597362889,1.397324832,-1.333430408,0.048389529,-1.160018007,NA,NA,NA,NA,NA,-0.35072386,0.762580711,1.342190025
"HVO_2923 [Q9V2V5] (psmA2) proteasome alpha subunit",-0.077875339,-0.241366189,-0.412465576,-0.027678206,0.214261207,-0.089659644,0.080336248,0.100642601,0.223018344,0.029165696,0.253142319280073,1.03905372337772,1.08695407348326,0.594210811948791,0.874381580666217,0.102042914,1.376506476,1.18195953
"HVO_2924 [D4GXU4] MOSC domain protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.662707241,0.417284281,0.48700537
"HVO_2928 [D4GXV1] HTH-10 family transcription regulator",-0.862618794,-0.511311409,-0.380549733,-0.915471018,0.502978567,-1.096441072,0.182220118,-1.111594159,0.087257156,-0.223385103,NA,NA,NA,NA,NA,-0.424342908,-0.250775431,0.027384529
"HVO_2929 [D4GXV5] probable nucleoside deaminase",-0.005907402,-0.092632132,-0.405121813,0.046415663,0.128428393,0.207463158,-0.075021453,0.34866945,0.103079987,0.157989261,0.696236758793661,-1.94061036284272,-1.53259342576089,-2.03897094134826,-1.8046024844469,0.070988643,0.040369979,0.039423759
"HVO_2930 [D4GXV7] GNAT family acetyltransferase",0.245816088,0.568659936,0.301571758,-0.315781054,0.015953291,-0.231834185,-0.067609854,-0.081710161,-0.053649136,-0.434544744,NA,NA,NA,NA,NA,0.009570119,-0.226747429,-0.442512462
"HVO_2932 [D4GXW1] GTP-binding protein",-0.95537727,-0.773724347,-0.963014396,0.158946317,-0.205076718,-0.000599044,-0.038931793,0.24933092,0.082224171,0.98522805,0.8297076266261,-3.34177933033537,0.624082766120583,-3.15574603439603,-4.43954075023438,-0.277317365,1.478793041,1.555567889
"HVO_2933 [D4GXW3] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.720869488,0.240292478,-0.080100963
"HVO_2935 [D4GXW8] conserved hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"HVO_2941 [D4GXX8] (mc1B) nonhistone chromosomal protein",1.126380203,1.526802742,1.402576997,-0.209894437,-0.191798602,-0.294833361,-0.108662459,0.06616266,0.257902574,-1.509077951,NA,NA,NA,NA,NA,-0.184813215,0.655650563,0.368001477
"HVO_2942 [D4GXY0] conserved hypothetical protein",-1.811315928,-0.442182387,-0.959183997,-1.166345127,0.119162742,-1.175683724,-0.042562022,-0.883319538,0.152559899,0.61515532,NA,NA,NA,NA,NA,-0.304111343,0.283851747,-0.058093551
"HVO_2943 [D4GXY2] (pyrD) dihydroorotate dehydrogenase (quinone)",-0.034436863,-0.145315371,-0.18389905,-0.059181219,0.251830478,-0.155275485,0.111790393,-0.110007943,0.116371498,-0.133065857,-1.17551854222239,1.22592262208115,-0.248352647698732,2.57419325043923,1.43184423810412,-0.02203771,-1.025280098,-0.941460092
"HVO_2945 [D4GXY5] (valS) valine--tRNA ligase",-0.344803356,-0.352967827,-0.299794523,-0.025575045,-0.013660847,-0.237545281,-0.239334073,-0.045783736,0.024401834,0.115885803,0.573655436661355,-0.532109277928932,-0.621025898823278,-1.56560140462864,-1.09692723377666,-0.208176681,0.070389707,-0.296372319
"HVO_2946 [D4GXY7] (metB2) cystathionine synthase/lyase (cystathionine gamma-synthase, cystathionine gamma-lyase, cystathionine beta-lyase)",0.54497566,0.584463,0.712473326,-0.041143409,0.287088248,-0.048917966,0.151395816,-0.330181465,-0.258941782,-0.560833454,2.67333823343073,-1.44306774412575,0.656060637758002,0.0079844292628091,-0.720992558511888,-0.944049819,-3.203096617,-3.836628162
"HVO_2947 [D4GXY9] (pheT) phenylalanine--tRNA ligase beta subunit",-0.393113843,-0.606935819,-0.475609121,0.131825153,0.09071553,0.056539945,-0.042217937,0.010238628,-0.067229519,0.39677079,-0.584401381974346,0.0799115425564316,0.0789450430619214,0.698966259852711,0.663346627749901,-0.412820395,-0.382015053,-0.516947505
"HVO_2948 [D4GXZ2] (pheS) phenylalanine--tRNA ligase alpha subunit",-0.704364554,-0.631544093,-0.92411057,-0.006941129,0.230333429,-0.09601219,-0.150622534,-0.03309414,-0.040252569,0.60805584,-0.691551499824185,0.690697914099702,0.189455484754668,1.07582933165601,1.03096990583036,-0.292085509,0.006016844,-0.183474831
"HVO_2949 [D4GXZ4] FAD-dependent oxidoreductase",0,0,0,0,0,0,0,0,0,0,-2.33467405944436,-0.876338727068773,0.776311615475281,7.76271139980387,9.74973804462133,NA,NA,NA
"HVO_2950 [D4GXZ8] ornithine cyclodeaminase family protein",0,0,0,0,-0.300021482,0,0,0,0,2.667520465,NA,NA,NA,NA,NA,NA,NA,NA
"HVO_2951 [D4GY00] (trpS1) tryptophan--tRNA ligase",0.06734189,0.224674408,0.026585893,-0.034882644,-0.136185757,-0.244435694,-0.202596548,0.198107511,0.245751646,-0.392674851,0.598117280368427,-1.06621827504013,-0.776393730234442,-1.60309425563583,-1.80695021987999,0.04272863,1.003243311,0.819885784
"HVO_2952 [O07118] (endA) tRNA-splicing endonuclease",0.272893474,0.09707931,0.1389965,0.180124326,0.033242883,0.223568516,0.01556995,0.067487978,-0.129572237,-0.077872689,0.625937308460273,-1.50695156716444,-0.196737268350975,-1.61742851097012,-2.14277271350679,-0.444499197,-0.743860631,-0.636916984
